Nr.,Planungsraum,,Status 1,Status 2,Status 3,Status 4,Status 5, Status 6,Dynamik 1,Dynamik 2,Dynamik 3,Dynamik 4,Dynamik 5,Dynamik 6,E 1,E 2,E 3,E 4,E 5,E 6,E 7,E 8,E 9,E 10,E 11,E 12,E 13,E 14,E 15,E 16,E 17,E 18,E 19,E 20,E 21,E 22,      E 23
05010102,Goltzstraße,"5,605  ",9.7,5.4,3.7,12.4,42.9,25.1,21.4,0.0,-3.3,-1.0,-4.9,1.9,19.3,-0.7,-0.3,3.1,10.2,28.2,6.6,14.0,6.6,30.4,1.3,0.3,0.4,0.6,1.5,1.4,1.1,2.9,-1.2,-1.5,-1.1,14.2,24.3
05010103,Amorbacher Weg,"7,466  ",7.3,4.4,2.7,8.9,19.0,20.9,21.4,2.3,5.6,-0.3,-3.5,-1.5,13.1,2.1,0.0,4.1,14.7,22.1,5.0,11.9,4.6,18.3,0.9,0.4,0.4,0.6,0.8,1.2,1.1,2.1,-0.8,0.3,-0.9,11.0,21.5
05010204,Griesingerstr.,"3,068  ",12.3,4.7,5.6,27.5,67.3,48.1,33.8,6.6,26.1,-0.2,0.3,-4.5,32.1,5.5,0.6,5.8,18.4,28.3,9.4,31.8,6.7,51.4,1.6,1.2,2.7,0.8,1.3,1.1,0.9,2.4,-2.8,-1.1,-1.6,22.2,47.4
05010205,An der Tränke,"1,926  ",3.2,0.0,0.8,3.1,5.7,28.6,16.4,0.2,8.2,-0.4,-2.0,0.7,5.2,-0.4,-0.3,5.3,24.5,7.9,8.9,22.7,5.7,37.3,2.5,0.3,1.9,0.8,0.9,1.2,0.5,2.2,-1.0,-1.1,-0.5,4.3,4.7
05010206,Gütersloher Weg,"9,478  ",12.3,7.1,4.9,17.2,47.5,42.6,22.6,0.3,3.4,-0.9,0.0,0.8,15.2,0.1,-0.6,4.3,15.0,27.3,7.5,24.1,6.3,48.2,2.9,0.2,0.9,0.6,0.9,1.3,1.2,2.2,-1.1,-0.3,-0.6,17.5,37.7
05010207,Darbystr.,"10,691  ",16.3,7.8,6.7,26.6,57.5,60.5,21.4,0.5,3.6,-0.7,-1.6,-3.6,14.4,0.2,-0.2,5.5,17.8,24.4,12.5,42.4,8.2,66.4,5.7,0.3,2.7,0.6,0.8,1.6,1.2,2.4,-2.1,0.0,-1.5,25.8,45.4
05010208,Germersheimer Platz,"6,821  ",15.6,9.0,6.8,19.7,53.1,39.7,29.5,-1.4,-11.0,-1.3,-2.3,-6.0,26.8,-1.0,-0.2,4.6,13.2,21.1,10.2,22.9,5.5,45.5,4.4,0.7,0.3,1.5,0.9,1.5,1.1,2.5,-2.0,1.3,-0.9,23.0,37.2
05010209,An der Kappe,"5,955  ",6.2,3.5,2.3,8.5,24.1,39.1,16.3,0.7,5.6,-0.2,-0.2,0.1,14.6,0.5,-0.5,3.9,13.9,24.1,7.3,19.8,6.2,40.0,2.2,0.2,0.4,0.8,0.9,1.2,0.9,2.1,-1.2,-0.6,-0.8,9.1,20.0
05010310,Eckschanze,"3,414  ",14.6,10.3,6.0,18.8,57.0,35.0,27.2,-0.3,-5.2,0.0,-2.2,7.7,17.5,-0.8,-0.6,4.8,12.7,19.5,9.9,20.4,4.9,42.9,3.2,0.4,0.3,1.6,0.8,1.8,1.1,2.6,-1.2,1.2,-0.2,22.6,26.6
05010311,Eiswerder,"4,578  ",15.2,5.8,7.1,27.8,68.8,73.5,27.4,3.8,7.2,-1.6,-3.2,-3.7,15.5,3.4,0.0,6.3,19.6,27.2,22.8,47.4,18.7,68.6,11.8,1.7,2.2,2.0,0.9,2.1,1.5,3.0,-2.8,-1.7,-0.9,20.9,39.9
05010312,Kurstr.,"5,772  ",17.7,9.7,7.4,27.4,66.7,55.7,35.3,-1.2,-2.1,-1.0,-3.7,-0.4,25.0,-1.3,-0.4,5.6,17.4,14.3,24.5,39.3,16.8,52.3,10.3,1.2,0.7,4.3,1.9,4.0,2.7,5.9,-1.7,-0.3,-1.6,29.4,32.2
05010313,Ackerstr.,"5,948  ",12.6,6.7,5.3,19.9,49.1,46.0,30.0,-1.3,-8.3,-2.2,-2.6,-1.4,21.4,-1.3,-0.5,5.4,16.5,13.8,15.3,28.5,12.4,48.9,4.7,1.3,1.0,2.9,2.1,1.9,1.0,4.0,-2.7,-2.0,-1.8,20.5,30.6
05010314,Carl-Schurz-Str.,"11,017  ",13.6,9.1,5.5,19.6,50.1,47.8,25.6,1.0,5.4,-0.1,-0.1,1.0,17.1,0.5,0.0,5.0,14.9,18.7,13.9,29.1,10.0,50.4,3.9,0.6,0.9,2.9,1.5,2.2,1.7,3.7,0.0,2.5,-0.9,20.9,32.4
05010339,Freiheit,411  ,9.3,0.0,2.9,9.0,29.0,33.3,19.2,-2.2,0.0,0.5,-8.8,-6.1,18.8,-1.2,-0.7,3.2,10.9,16.8,11.9,22.4,6.7,23.1,2.4,0.0,0.0,2.9,2.2,2.9,2.9,5.1,-0.3,0.0,-1.0,15.5,0.0
05020415,Isenburger Weg,"3,987  ",3.4,1.1,0.9,2.8,5.3,21.5,13.4,0.8,9.8,-0.7,-0.1,0.2,4.4,0.5,-0.4,4.1,26.2,8.9,4.4,15.8,1.5,38.4,0.4,0.0,0.3,0.8,1.2,1.2,0.8,2.4,-0.6,-0.6,-0.4,4.2,5.2
05020416,Am Heideberg,"1,786  ",7.5,1.5,2.5,7.2,23.5,12.7,11.6,1.4,2.3,-0.3,3.0,-2.1,22.7,1.2,-0.1,2.6,12.4,26.7,1.0,4.6,0.0,14.9,0.3,0.0,0.2,0.0,0.2,0.2,0.0,0.3,-0.2,-2.0,-0.9,9.7,16.7
05020417,Staakener Str.,"5,643  ",5.8,4.6,2.3,5.5,13.2,30.5,15.3,-0.6,-4.4,-0.7,-4.7,-0.8,15.3,-0.7,-0.5,3.9,15.3,22.7,5.8,19.4,3.2,32.9,1.5,0.2,0.4,0.9,0.9,1.3,1.1,2.2,-1.0,1.3,-0.8,7.1,15.0
05020418,Spandauer Str.,"3,934  ",8.0,5.3,2.8,9.9,22.6,21.1,19.2,-1.1,3.5,-1.2,-1.5,-4.4,10.6,-0.9,-0.4,4.3,16.1,25.1,4.4,12.5,0.5,17.5,0.5,0.2,0.2,1.3,0.5,0.9,0.7,1.4,-0.6,0.5,-0.9,11.4,18.6
05020419,Magistratsweg,"6,744  ",12.8,7.1,5.4,17.6,52.8,30.2,20.7,-0.7,8.2,-0.5,-1.3,0.6,15.8,-0.8,-0.3,4.3,13.7,30.8,6.8,17.1,4.5,32.1,1.8,0.3,0.6,1.0,1.2,1.2,1.1,2.4,-1.3,0.1,-1.0,17.6,37.4
05020420,Werkstr.,972  ,6.5,0.0,3.0,6.4,13.9,19.0,13.3,-0.7,3.9,-1.0,0.0,-2.5,2.0,-1.2,-0.2,4.0,22.7,12.9,3.5,13.8,1.4,0.0,0.3,0.0,0.0,1.2,0.4,0.3,0.0,0.7,-1.1,-2.2,-0.1,8.3,0.0
05020521,Döberitzer Weg,"2,444  ",5.8,4.0,1.5,9.0,18.3,31.4,24.4,1.1,2.2,-1.8,-5.3,-2.7,15.6,0.6,0.1,7.6,25.9,10.7,5.8,19.3,4.3,31.4,2.2,0.4,0.6,0.7,0.2,1.1,1.0,1.4,-2.0,-0.2,-1.4,8.1,18.4
05020522,Pillnitzer Weg,"6,142  ",15.8,8.8,6.5,26.5,62.6,40.0,25.2,-0.7,-1.0,-0.2,-0.3,-1.1,18.6,-1.1,-0.3,6.5,19.7,21.5,9.8,25.4,6.9,39.9,2.9,0.6,1.2,1.3,1.0,1.5,1.5,2.5,-1.1,0.8,-1.6,24.1,42.1
05020523,Maulbeerallee,"10,810  ",17.7,8.9,6.9,35.1,77.2,63.3,27.4,2.7,3.8,0.3,-0.8,-0.8,16.6,1.8,0.4,7.2,21.5,19.7,15.1,44.8,10.9,65.8,5.0,1.4,2.9,0.9,1.3,1.8,1.5,3.1,-0.4,2.6,-1.3,28.1,53.2
05020524,Weinmeisterhornweg,"6,263  ",5.4,3.6,2.0,6.1,16.7,25.6,15.2,-0.8,1.5,0.1,-0.2,-0.4,8.6,-0.9,-0.3,2.7,12.7,31.4,4.0,13.0,3.0,24.1,0.4,0.1,0.1,0.4,1.2,0.9,0.7,2.1,-0.4,1.7,-0.6,7.3,15.9
05020625,Borkumer Str.,"6,847  ",10.6,6.2,4.5,16.8,50.8,49.1,24.7,-0.4,-9.7,-1.2,-2.7,-2.1,21.7,-0.5,-0.1,4.2,11.8,26.0,10.5,25.6,9.5,48.4,2.0,0.6,1.1,2.1,1.3,1.8,1.3,3.1,-2.3,-0.7,-1.1,16.8,33.0
05020626,Adamstr.,"15,958  ",13.2,7.8,5.3,17.0,43.4,38.0,26.5,-0.6,-4.8,-0.7,-2.2,-2.4,18.9,-0.5,-0.1,4.5,13.6,19.3,11.5,22.0,9.7,39.5,3.4,0.5,0.8,2.1,1.4,1.7,1.3,3.1,-0.8,1.8,-0.7,19.8,30.9
05020627,Tiefwerder,"3,526  ",11.4,9.4,4.8,18.9,46.7,51.9,25.2,-2.8,-8.9,-0.7,-7.0,-4.0,24.3,-2.3,-0.5,4.8,14.4,21.8,10.5,27.1,9.5,45.0,2.4,0.7,0.5,1.3,1.5,2.1,1.8,3.6,-1.9,1.6,-0.6,18.1,39.7
05020628,Graetschelsteig,"2,003  ",8.1,2.8,3.4,12.2,45.6,39.1,20.2,-1.1,-3.8,-0.6,-10.8,-3.1,21.2,-1.1,-0.7,3.0,11.7,40.1,8.3,18.1,9.4,31.7,3.2,0.4,0.3,0.6,0.8,1.0,1.0,1.9,-2.9,-3.2,-2.1,11.0,24.7
05020629,Börnicker Str.,"4,392  ",3.6,0.0,1.2,3.1,6.5,29.1,18.7,-0.2,3.6,-0.7,0.4,-2.6,15.9,-0.2,-0.6,3.7,10.6,33.0,5.6,12.4,3.4,32.9,0.2,0.4,0.4,0.4,1.7,0.7,0.4,2.4,-0.4,-1.3,-0.7,4.4,8.1
05030730,Zitadellenweg,"3,043  ",8.7,4.0,2.6,17.0,33.4,58.8,21.7,1.4,7.6,0.4,1.6,1.7,8.4,-0.1,0.0,8.6,24.4,12.0,13.1,44.9,6.1,62.0,5.6,0.4,0.6,1.0,1.4,2.5,2.3,3.9,-0.9,1.4,-1.2,13.7,29.1
05030731,Gartenfelder Str.,"10,542  ",13.7,7.1,5.8,19.1,51.5,59.1,25.4,-1.0,-0.6,-1.4,-1.8,0.4,17.1,-1.0,-0.5,4.8,14.4,23.9,12.4,33.0,10.4,61.0,4.0,0.9,0.9,1.4,1.3,2.5,2.1,3.9,-1.9,0.3,-1.1,19.5,36.0
05030832,Rohrdamm,"10,592  ",9.5,4.3,4.0,14.3,35.5,49.4,21.4,0.7,2.0,-0.9,-2.2,-1.8,13.2,0.4,-0.2,5.2,16.0,21.4,16.0,33.4,11.2,53.4,4.9,0.8,0.6,3.6,1.5,2.4,1.4,3.9,-1.1,-0.7,-0.7,13.6,26.7
05030833,Motardstr.,857  ,4.7,0.0,1.2,7.9,28.1,80.2,252.1,-17.8,-214.7,-0.3,0.7,-5.2,391.2,-7.4,-0.7,6.9,13.0,12.0,51.6,68.0,31.5,89.8,6.1,10.3,5.6,2.1,0.4,1.1,0.7,1.4,0.6,-1.2,-0.2,12.8,4.1
05040934,Alt-Gatow,"3,596  ",2.7,0.7,0.7,1.9,3.3,27.0,15.6,1.3,6.8,-0.7,1.7,-1.7,8.2,1.6,-0.1,3.3,16.8,25.0,4.1,13.5,2.2,25.4,0.3,0.1,0.4,0.3,1.1,0.8,0.6,1.9,-0.4,-1.8,-0.5,3.0,8.1
05040935,Groß-Glienicker Weg,396  ,13.5,0.0,3.9,8.8,14.7,10.2,23.6,-1.2,7.1,2.5,14.1,0.8,7.1,-0.2,-0.5,4.0,14.9,20.2,4.5,10.6,0.0,37.5,1.5,0.0,0.0,0.8,1.5,0.0,0.0,1.5,5.0,0.0,-0.2,15.6,27.8
05040936,Jägerallee,"7,979  ",3.0,1.3,0.9,2.4,5.7,21.0,17.0,1.9,12.3,-0.2,0.2,-0.2,7.9,1.8,-0.3,5.4,20.3,19.8,3.1,11.5,0.8,24.4,0.2,0.2,0.1,0.3,1.1,0.5,0.4,1.7,0.0,-0.1,-0.2,3.3,5.6
05040937,Kladower Damm,"2,089  ",1.9,0.0,0.5,1.8,4.7,19.6,14.3,0.0,13.3,-0.4,-5.1,-0.5,6.0,-0.2,-0.2,3.8,13.2,32.0,4.0,10.1,1.5,27.5,0.3,0.0,0.1,0.3,1.6,0.1,0.1,1.8,-0.8,-2.3,-0.7,2.2,3.6
05040938,Kafkastr.,"3,644  ",3.3,1.7,0.7,1.9,4.5,19.0,19.2,3.1,15.0,0.4,-1.7,1.4,8.3,2.9,-0.7,3.9,16.3,24.4,2.6,9.5,3.5,21.0,0.1,0.1,0.1,0.1,1.0,0.6,0.6,1.5,0.3,0.3,-0.5,3.3,4.2
06010101,Fichtenberg,"6,558  ",2.9,2.2,0.7,4.3,9.6,33.5,18.9,1.3,-0.3,-0.1,-0.5,1.0,12.6,1.0,-0.3,4.5,15.3,27.5,8.1,18.7,2.7,27.6,0.6,0.4,0.9,0.7,1.7,1.2,1.0,2.9,-0.6,1.0,-0.2,4.1,11.0
06010102,Schloßstr.,"8,139  ",5.8,4.1,1.6,10.2,24.5,45.9,26.7,0.1,-3.9,-0.2,-1.2,-2.8,20.1,-0.4,0.0,4.6,13.8,15.0,16.0,29.0,12.3,48.7,1.9,0.7,1.2,1.9,3.3,2.5,1.7,5.8,-1.1,-0.5,-0.6,10.4,18.3
06010103,Markelstr.,"6,078  ",5.9,3.1,1.7,9.7,21.6,46.7,25.4,-0.5,-6.1,0.1,1.3,1.5,19.0,-0.9,-0.3,5.9,14.3,14.3,15.1,28.9,11.1,46.6,1.9,0.6,1.1,2.0,3.5,2.0,1.5,5.5,-0.2,-0.6,-0.2,9.9,18.7
06010204,Munsterdamm,"6,593  ",7.5,5.7,2.4,12.2,24.9,44.6,23.1,2.3,6.6,0.6,0.1,-2.7,13.8,1.5,-0.1,5.1,15.3,22.6,11.4,25.4,9.2,49.1,2.1,0.3,1.0,1.4,2.0,2.0,1.4,4.0,-0.4,0.5,-0.3,12.5,23.1
06010205,Südende,"9,078  ",6.6,5.3,1.7,10.0,21.7,42.4,25.0,0.4,1.6,0.2,-2.4,0.4,19.3,-0.3,-0.3,5.0,14.0,19.5,10.4,23.5,6.8,49.0,2.0,0.3,1.0,1.3,2.0,1.3,0.9,3.3,-0.5,1.7,-0.4,11.0,19.4
06010206,Stadtpark,"7,361  ",6.1,4.2,1.9,10.0,25.0,38.4,23.4,0.6,-4.2,0.0,-2.2,-0.5,19.3,0.2,-0.5,4.9,12.9,25.7,11.8,23.1,7.3,35.4,1.1,0.6,1.9,1.5,1.9,2.3,1.6,4.2,-0.5,-1.1,-0.5,9.6,22.4
06010207,Mittelstr.,"7,603  ",6.7,6.4,1.8,11.6,30.4,43.5,26.4,0.5,-2.1,0.3,-0.5,3.0,19.0,0.0,-0.1,4.6,12.8,20.1,14.3,26.6,9.1,48.9,1.7,0.7,1.1,1.9,2.2,3.0,2.3,5.2,-0.6,2.2,-0.7,11.4,21.3
06010208,Bergstr.,"6,243  ",7.1,5.5,1.7,11.3,25.3,38.0,25.9,-0.3,-1.8,-0.1,0.8,1.1,19.0,-0.6,-0.3,4.5,13.1,17.8,12.0,24.3,5.6,36.1,1.5,0.3,0.8,1.7,2.2,2.0,1.4,4.2,0.1,1.5,-0.5,12.7,20.1
06010209,Feuerbachstr.,"8,525  ",7.0,4.4,1.6,10.5,27.5,48.1,25.1,0.0,-3.1,-0.8,-0.4,-2.0,21.4,-0.5,-0.6,4.5,12.7,19.0,13.5,26.0,12.3,44.1,2.0,0.4,0.7,2.9,2.4,2.1,1.5,4.6,-0.5,-0.5,-0.6,11.1,21.7
06010210,Bismarckstr.,"4,545  ",7.6,5.5,2.4,13.0,34.6,40.0,26.6,2.0,-2.3,-0.2,-0.7,3.8,18.8,1.3,-0.4,4.4,13.8,19.2,12.5,24.5,8.8,41.1,2.0,0.7,1.2,1.6,2.6,1.6,1.2,4.2,-0.7,0.0,-0.6,13.1,24.6
06020301,Alt-Lankwitz,"4,768  ",6.2,2.7,1.8,9.1,21.0,32.9,18.8,-1.1,-4.7,0.3,-1.9,-2.4,18.2,-0.9,-0.1,4.6,14.3,27.9,7.3,17.7,4.4,38.8,1.2,0.3,0.7,0.9,1.4,1.3,1.0,2.7,-0.6,-1.9,-0.4,9.8,16.9
06020302,Komponistenviertel Lankwitz,"5,248  ",4.6,4.5,1.3,5.8,15.3,31.8,20.2,0.8,-7.2,-0.4,0.7,-1.1,23.0,1.3,-0.3,3.7,11.9,32.7,9.0,17.6,7.7,30.3,0.7,0.9,0.8,1.1,1.5,2.4,2.0,3.8,-0.4,0.8,-0.2,5.8,16.1
06020303,Lankwitz-Kirche,"6,959  ",9.1,6.6,2.6,12.6,38.0,36.7,23.0,1.1,2.9,0.2,3.9,5.3,20.1,0.8,0.2,4.2,12.5,23.3,9.7,20.9,6.3,38.8,2.0,0.3,0.4,1.4,1.8,1.5,1.3,3.3,0.3,1.8,-0.6,13.7,26.0
06020304,Kaiser-Wilhelm-Str.,"6,580  ",7.7,5.8,2.3,11.8,27.3,37.6,23.8,-1.1,-6.4,0.7,0.1,-1.9,22.9,-1.7,-0.4,3.9,11.9,23.1,9.5,20.0,8.2,40.9,1.9,0.1,0.5,1.2,1.4,2.0,1.6,3.4,-0.6,-0.3,-0.6,13.5,19.6
06020305,Gemeindepark Lankwitz,"10,332  ",7.9,3.8,2.4,14.9,40.7,40.5,24.2,0.8,7.4,0.1,-1.1,4.2,16.1,0.3,-0.4,4.0,14.2,25.2,13.5,28.0,7.3,42.9,2.9,1.5,1.1,1.1,2.6,2.3,1.8,4.9,-0.4,-1.4,-0.5,14.7,19.4
06020306,Lankwitz-Süd,"6,478  ",4.5,4.4,1.3,6.3,12.8,27.6,15.6,0.3,4.3,-0.1,-1.4,-1.1,12.6,-0.1,-0.3,4.3,15.2,25.0,6.5,16.8,3.7,29.1,1.5,0.0,0.1,0.9,0.9,1.5,1.3,2.4,-1.0,1.0,-0.8,7.0,14.5
06020407,Thermometersiedlung,"4,594  ",10.5,5.7,3.1,22.7,64.7,65.4,27.5,0.9,-2.4,-0.1,-1.9,-0.4,19.4,-1.3,-0.1,5.2,16.3,24.5,19.2,44.1,8.9,66.3,4.3,1.0,1.7,1.0,2.7,3.1,2.5,5.8,-0.5,-1.2,-1.6,19.3,27.0
06020408,Lichterfelde-Süd,"6,461  ",7.1,5.2,2.1,9.8,28.9,35.7,21.1,0.4,0.0,-0.4,-1.5,3.9,18.7,0.2,-0.2,3.7,13.2,27.5,7.3,18.0,6.4,32.2,0.9,0.4,0.5,1.0,1.1,1.6,1.3,2.8,0.2,1.2,-0.3,9.9,23.7
06020409,Königsberger Str.,"8,113  ",6.0,3.6,2.1,7.5,20.1,32.5,22.5,0.9,-1.7,-0.7,0.8,0.3,18.1,0.8,-0.5,4.9,13.3,29.1,9.6,19.9,6.1,31.6,1.1,0.3,0.8,1.1,1.7,2.0,1.5,3.7,-0.3,-0.3,0.0,8.1,17.0
06020410,Oberhofer Platz,"6,792  ",3.5,1.5,1.0,4.7,7.7,21.5,21.6,0.6,6.3,-0.4,-1.2,0.2,11.5,0.0,0.0,5.0,16.8,21.3,7.7,15.6,2.9,22.6,0.8,0.3,0.6,1.0,1.7,1.3,0.9,3.0,-0.6,-0.1,-0.5,5.6,8.6
06020411,Schütte-Lanz-Str.,"8,511  ",4.8,2.7,1.4,8.0,22.0,33.7,19.9,0.3,3.9,-0.7,1.1,0.7,14.3,0.1,-0.8,4.5,16.1,23.8,7.4,19.9,3.9,39.2,1.0,0.4,0.4,0.7,2.0,1.7,1.6,3.7,-0.6,-0.4,-0.8,7.2,19.5
06030501,Berlepschstr.,"5,543  ",3.1,0.7,0.8,5.0,12.6,29.2,20.2,0.7,14.9,0.1,1.4,1.5,18.4,0.7,-0.2,4.5,16.1,29.5,6.6,15.3,3.0,41.8,0.5,0.1,0.6,0.4,1.1,1.7,1.0,2.8,-0.8,-1.8,-0.2,4.8,8.5
06030502,Zehlendorf-Süd,"5,168  ",7.9,4.8,1.8,11.6,34.6,37.1,25.0,0.9,2.8,-0.2,0.6,0.8,16.1,1.0,-0.1,4.0,12.6,27.5,7.7,18.0,3.2,33.0,1.1,0.5,0.8,1.0,1.1,1.7,1.2,2.8,-0.2,-0.1,-0.9,12.5,20.8
06030503,Zehlendorf-Mitte,"10,992  ",5.0,3.6,1.4,7.1,14.7,33.8,20.7,0.0,1.0,-0.2,0.0,-2.4,15.6,-0.3,-0.5,4.4,15.2,23.3,10.0,21.0,6.2,36.1,1.2,0.3,0.7,0.8,1.6,1.1,0.8,2.7,0.0,1.2,-0.3,8.1,13.0
06030504,Teltower Damm,"10,754  ",3.2,1.6,1.0,3.7,7.9,34.2,18.6,0.8,4.8,0.0,1.2,0.8,13.4,1.2,-0.5,4.1,15.8,30.3,8.3,17.5,4.4,26.5,0.3,0.1,0.6,0.7,2.3,0.9,0.7,3.2,0.0,0.8,-0.2,4.2,7.3
06030605,Botanischer Garten,"6,679  ",5.3,2.9,1.4,6.6,16.8,34.6,23.8,-0.3,3.2,-0.2,-1.3,-1.7,15.8,-0.4,0.0,4.2,13.8,21.2,11.5,21.6,8.2,34.4,0.9,0.2,0.9,1.6,2.5,2.1,1.6,4.5,0.0,-0.4,-0.4,7.5,13.3
06030606,Hindenburgdamm,"4,851  ",7.4,3.7,2.2,10.6,23.5,38.7,24.3,0.3,3.8,0.3,-2.4,0.1,17.8,0.7,0.1,5.1,15.9,17.6,13.1,25.6,7.5,49.0,1.5,0.8,0.6,2.8,2.5,1.8,1.4,4.3,0.0,0.4,-0.8,11.0,20.6
06030607,Goerzwerke,"3,079  ",3.2,2.0,0.7,3.2,10.8,31.2,32.8,1.2,4.7,-0.2,-0.6,-1.3,10.2,-0.2,0.0,4.2,12.6,19.9,24.7,32.5,5.7,32.0,1.3,1.8,1.0,0.3,6.7,6.5,3.8,13.2,0.2,1.4,0.0,5.1,1.8
06030608,Schweizer Viertel,"10,172  ",3.3,1.9,0.9,2.8,3.4,32.8,23.8,2.5,11.9,-0.2,0.6,-0.1,10.2,2.1,-0.3,5.3,19.0,22.3,8.2,19.4,5.0,30.4,0.4,0.4,0.7,0.4,2.4,1.3,0.9,3.7,-0.2,0.0,-0.2,4.1,6.6
06030609,Augustaplatz,"11,381  ",4.6,2.5,1.3,6.0,13.0,30.5,22.0,-0.2,3.4,-0.3,0.9,-1.1,14.3,-0.3,0.1,5.1,14.7,22.0,9.6,18.4,5.6,31.1,1.2,0.4,0.5,1.1,2.3,1.4,1.0,3.7,-0.6,-1.0,-0.7,6.8,12.9
06030610,Lichterfelde-West,"7,944  ",3.7,1.7,1.1,4.4,9.4,31.1,18.9,0.1,3.8,-0.3,-1.1,-1.0,10.3,-0.2,-0.3,5.7,17.4,23.0,10.2,20.3,4.6,28.6,0.8,0.6,0.7,0.8,2.8,1.1,0.6,3.9,-0.2,-0.8,-0.2,4.5,11.7
06040701,Wannsee,"9,026  ",2.8,1.4,0.8,2.5,4.3,26.6,21.6,0.1,5.7,-0.1,0.5,0.1,12.8,0.3,-0.3,4.6,14.9,27.6,8.9,16.9,4.4,28.7,0.4,0.1,0.6,0.5,2.3,1.4,0.9,3.6,-0.2,0.1,0.0,3.6,3.5
06040702,Düppel,"5,247  ",3.0,1.3,0.8,4.6,8.0,34.3,25.7,2.4,16.8,0.2,-0.9,1.5,18.0,1.9,-0.4,5.0,20.6,17.1,7.9,19.2,6.6,38.5,0.3,0.6,0.3,0.0,1.8,0.8,0.6,2.6,0.2,-0.4,0.1,5.0,7.0
06040703,Nikolassee,"10,923  ",2.0,1.0,0.5,3.1,4.9,28.0,29.8,3.1,9.2,0.0,-0.4,-0.4,15.3,1.7,-0.2,4.8,14.4,25.4,17.3,25.7,4.8,26.9,0.6,0.5,1.3,0.7,5.6,2.6,1.1,8.2,-0.4,0.0,-0.2,4.0,2.6
06040804,Krumme Lanke,"7,625  ",2.3,0.9,0.5,2.2,2.8,27.3,17.3,0.2,4.3,0.2,0.7,-0.1,11.5,0.4,-0.4,5.0,17.2,27.4,8.5,16.9,5.8,30.7,0.2,0.2,0.6,0.2,2.5,1.1,0.6,3.6,0.3,0.9,-0.1,3.1,2.9
06040805,Fischerhüttenstr.,"5,166  ",2.8,1.1,0.8,3.3,5.9,27.2,19.6,0.8,8.5,-0.2,-2.9,0.1,15.6,0.4,-0.1,3.7,14.7,26.6,8.4,16.8,4.4,25.0,0.5,0.3,0.6,0.2,2.5,1.2,0.7,3.7,-0.4,-0.2,-0.2,4.4,2.5
06040806,Fischtal,"7,140  ",3.0,1.9,0.8,3.3,4.3,21.4,17.1,1.1,1.9,-0.3,-0.1,-0.7,10.9,0.9,-0.3,3.6,15.7,27.7,6.1,13.2,1.6,15.4,0.0,0.1,0.5,0.1,1.8,1.1,0.9,2.9,-0.5,1.3,-0.3,4.4,5.1
06040807,Zehlendorf-Eiche,"5,676  ",4.5,2.3,1.1,4.7,8.6,36.6,24.7,4.6,2.3,-0.2,0.3,-3.1,15.6,4.2,-0.4,5.1,15.3,32.3,10.3,20.4,5.2,31.2,0.7,0.2,0.6,0.2,2.7,1.7,1.1,4.4,0.4,-0.1,-0.3,5.5,11.1
06040808,Hüttenweg,"3,670  ",3.1,1.1,0.8,4.8,9.1,42.6,30.4,8.6,11.4,0.2,0.2,-1.0,11.4,7.4,-0.1,9.7,26.9,9.9,14.9,32.2,11.0,41.7,0.4,0.2,1.9,0.3,2.8,1.3,0.7,4.1,0.0,0.1,-0.1,4.5,6.0
06040809,Thielallee,"4,898  ",1.6,0.0,0.3,1.9,2.9,35.5,21.7,0.5,5.0,-0.1,-0.5,-0.3,12.1,0.9,-0.3,5.0,17.4,21.9,17.7,28.3,5.6,37.1,0.6,0.1,1.4,0.2,4.5,1.9,1.1,6.4,0.0,-0.6,-0.1,2.7,1.2
06040810,Dahlem,"6,569  ",1.7,0.0,0.5,1.3,1.6,38.2,24.7,2.3,18.2,-0.2,-0.3,-0.7,11.5,1.2,-0.2,4.9,17.3,26.4,15.2,25.7,10.4,29.7,0.5,0.4,1.2,0.5,3.0,1.7,1.1,4.7,-0.3,0.0,-0.2,2.0,2.4
07010101,Wittenbergplatz/Viktoria-Luise-Platz,"9,466  ",7.0,2.4,2.7,10.6,23.4,65.5,23.9,-0.3,-5.9,0.0,-0.8,-1.3,16.9,-0.9,0.0,3.5,10.5,20.1,24.5,42.1,16.1,67.8,3.0,1.3,3.5,1.4,5.9,3.0,1.8,8.9,-0.8,-1.1,-0.8,12.4,17.2
07010102,Nollendorfplatz,"15,881  ",9.6,4.3,3.6,21.6,53.7,78.5,28.0,0.5,0.3,-0.3,-1.2,-2.6,16.2,0.1,0.0,4.8,15.2,13.8,34.0,53.5,24.7,76.1,7.7,2.4,3.8,3.7,6.8,3.1,1.7,9.9,-0.8,-0.8,-0.8,19.4,26.5
07010103,Barbarossaplatz,"10,084  ",6.9,3.2,2.3,10.4,23.7,47.5,25.3,0.1,-2.9,-0.5,-0.1,-5.0,15.1,-0.4,-0.1,5.0,13.9,13.9,20.8,34.2,10.9,44.4,4.5,0.8,0.7,2.2,5.9,2.4,1.7,8.3,-0.4,-0.9,-0.4,11.5,17.2
07010104,Dennewitzplatz,"13,251  ",11.3,5.7,4.0,25.3,62.2,80.3,30.1,1.3,-2.6,-1.3,-1.2,0.9,14.2,0.6,-0.1,5.8,16.1,10.0,37.7,58.3,25.9,74.8,14.1,2.4,4.2,2.9,6.0,2.6,1.5,8.6,-0.9,0.2,-1.3,21.4,31.5
