NR,Ebene,Gebiet,Einwohner,Dynamik1,Dynamik2,Dynamik4,Dynamik5,Dynamik3,Dynamik6,Status1,Status2,Status3,Status5,Status6,,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11
5020415,Planungsraum,Isenburger Weg,"3,878",17.5,3.7,-3.5,-4.1,9.4,-1.1,5.1,2.1,2.6,4.5,2.3,,28.1,8.8,4,0.4,0.1,0.6,0.5,1.1,0.9,0.6,3.4
5020416,Planungsraum,Am Heideberg,"1,812",15,-0.7,-0.1,0.8,1.7,-0.1,9.5,0,4.5,17.6,0,,14.9,26.9,1.7,0.2,0.2,0.2,0,0.5,0.3,0.3,0
5020417,Planungsraum,Staakener Str.,"5,683",14.2,0.6,0.8,0.3,-0.7,0.2,9.1,6.1,4.4,13.4,3.6,,15.8,19.2,6.7,1.3,0.2,0.6,1.2,1,1.4,1.2,6
5020418,Planungsraum,Spandauer Str.,"4,015",22.6,1.4,-0.4,2.9,-2,2.3,12.9,5.6,6.1,29.6,2.7,,16.7,23.6,4.9,0.9,0.1,0.1,0.8,0.7,1.3,0.9,3.6
5020419,Planungsraum,Magistratsweg,"6,824",20.1,0,-0.8,-3.0,3.2,4.5,18,9.1,8,48.1,5.6,,14.1,28.5,6.9,1.7,0.4,0.5,1.1,1.3,1.2,1.1,7.9
5020420,Planungsraum,Werkstr.,924,25.4,6.3,0.4,5.6,14.3,8.2,10.4,0,2.8,19.5,8,,24.5,9,4.9,1,0,0,1.6,0.6,0.3,0.3,8
5020521,Planungsraum,Döberitzer Weg,"2,367",31.4,6.1,-3.3,-13.3,11.5,-0.4,9.6,5.3,4.4,20.1,3.1,,25.8,8.9,5.6,2.4,0,0.7,0.1,0.3,1.7,1.7,5.9
5020522,Planungsraum,Pillnitzer Weg,"6,052",28.5,0.8,-0.6,1.2,0,4.8,21.5,7.6,11.2,61.8,7.9,,19.2,21.8,9.7,3.3,0.5,1,1,1,1.5,1.3,10
5020523,Planungsraum,Maulbeerallee,"10,590",24.5,-1.2,0.2,0.3,2.3,2.6,23.2,8,11.9,74.9,13.5,,21.7,19.5,15.4,5.1,1.8,2.7,0.9,1,1.9,1.9,20.1
5020524,Planungsraum,Weinmeisterhornweg,"6,426",15.5,-0.5,0.1,3.4,3.6,2.2,8.7,3.4,3.8,17.1,4.3,,13.4,28.3,4.4,0.3,0.1,0.2,0.3,1.3,0.8,0.7,5.7
5020625,Planungsraum,Borkumer Str.,"6,852",23.9,-1.6,-1.1,-2.1,-7.2,4.5,15.8,7.2,7.3,49.8,8.8,,12.8,23.1,10.7,1.8,0.9,1.3,2,1.4,1.6,1.3,11.6
5020626,Planungsraum,Adamstr.,"16,344",28.8,-0.6,-0.6,5.8,-7,3.2,16,7.6,7.9,43.7,8.9,,13.6,18.1,12,3.7,0.4,0.7,1.9,1.6,2.1,1.7,12.9
5020627,Planungsraum,Tiefenwerder,"3,738",24.6,-1.5,0.1,2.3,-5.8,4.8,15.8,4.2,8,54.3,9.8,,15.8,21,11.9,2.3,0.6,0.7,1.9,1.7,2.6,2.4,15.6
5020628,Planungsraum,Graetschelsteig,"2,059",14.5,-0.9,0.3,5.4,0,8.5,14.3,9.2,5.3,39.7,13.2,,12.5,37.9,7.8,2.8,0.4,0.4,0.7,0.7,1.2,1.2,15.5
5020629,Planungsraum,Börnicker Str.,"4,475",18.4,1.1,0.0,6.9,15,0.6,6.5,0,3.2,10,3.9,,10.8,30.4,5.5,0.3,0.3,0.5,0.4,1.4,1.1,0.7,5.8
5030730,Planungsraum,Zitadellenweg,"2,910",27.8,2.4,-0.8,-2.1,5.9,-1.2,12.9,3,5.2,35,6.3,,23.3,10.9,12,4.8,0.1,0.8,1.1,1.2,2.5,2.2,9
5030731,Planungsraum,Gartenfelder Str.,"10,698",26.4,0.4,-1.8,0.5,-3,7,18.6,8,9.1,50,12,,14.4,23.2,12.3,3.9,0.8,0.9,1.3,1.4,2.4,2.1,17.6
5030832,Planungsraum,Rohrdamm,"10,431",22.3,-1.4,-0.1,1.1,-0.2,1.1,13.7,6.3,6.5,33.9,12.9,,15.9,21.1,16.7,5.2,0.8,0.6,3.8,1.7,2.1,1.5,18.2
5030833,Planungsraum,Motardstr.,890,239.7,-20.7,-0.1,2.2,-98.1,-2.5,4.6,0,2.4,30.2,38.8,,13.6,13.6,54.3,5.8,11.8,9.3,2.7,0.3,0.7,0.7,44.6
5040934,Planungsraum,Alt-Gatow,"3,611",15.5,0.9,-3.1,0.0,10.5,-1.4,5.2,1.1,1.9,4.1,3.1,,17.2,22.9,4.3,0.5,0,0.3,0.4,1.2,0.7,0.6,3.5
5040935,Planungsraum,Groß-Glienicker Weg,408,22.3,-1.2,-0.6,-1.4,11.1,-0.8,12.7,0,6.4,5.6,5.5,,17.9,22.8,6.1,0,0,0,0.7,2.5,0,0,5.5
5040936,Planungsraum,Jägerallee,"7,776",18.7,1.6,1.1,1.6,10.5,1.6,4.5,2.7,1.9,5.2,1.1,,20.3,17.9,3.2,0.2,0.1,0.2,0.2,1.2,0.4,0.2,1.1
5040937,Planungsraum,Kladower Damm,"2,139",12.3,0.3,-0.3,1.8,2.9,1.3,4.1,0,2,5.4,3.6,,15.5,28.3,4.5,0.5,0,0.1,0.3,1.9,0.8,0.8,3.6
5040938,Planungsraum,Kafkastr.,"3,594",17.3,0.6,-0.3,2.5,13.9,1.6,5.3,3.2,2,6,1.1,,15.2,21.4,3,0,0,0.3,0.1,1.2,0.7,0.6,1.1
6010101,Planungsraum,Fichtenberg,"6,519",19.8,1.2,-1.2,2.3,6.1,0.1,5,1.6,1.8,9.2,4.6,,15.2,26.2,8.3,1,0.3,0.8,0.7,2.1,1.2,1.2,5.2
6010102,Planungsraum,Schloßstr.,"8,059",27.9,-2,-0.6,-0.2,-6.1,2.5,8.6,5.4,3,26.3,13.2,,14.2,13.9,15.4,2.1,0.6,1.4,1.7,3.2,2.1,1.4,15.9
6010103,Planungsraum,Markelstr.,"6,012",25.4,0.2,0.3,1.1,-0.3,-2.7,8.8,6.3,2.8,25.1,9.3,,14.2,14,14.3,1.8,1.1,1,2.2,3,1.2,0.8,12.1
6010204,Planungsraum,Munsterdamm,"6,362",19.3,0.5,-1.0,-2.2,3.6,0.8,10.6,8.4,4.2,25,10.2,,15.4,23.6,10.9,2,0.4,0.6,1.9,2.2,1.6,1.3,14.3
6010205,Planungsraum,Südende,"9,108",22.8,-0.5,0.5,1.6,-5.8,2,10.4,7,3.9,22.7,6.9,,14.9,18.6,10,2,0.4,0.9,1,1.8,1.4,1.2,9
6010206,Planungsraum,Stadtpark,"7,374",25.3,0.5,-0.6,0.3,0,-1.3,9.3,9.6,3.4,23.3,9.4,,12.7,24.3,11.9,1.1,0.5,2,1.4,1.8,1.8,1.4,13.2
6010207,Planungsraum,Mittelstr.,"7,568",27.1,0.4,-0.3,-0.3,1.7,1.9,10.6,8.7,3.5,30,10.6,,13.3,19.1,13.3,2,0.7,0.9,1.5,2.3,2.5,2.1,12.7
6010208,Planungsraum,Bergstr.,"6,259",25.5,-0.1,-0.5,-1.3,-1.3,3,10.6,6.9,3.9,22.6,8.7,,13.7,16.5,11.8,1.6,0.2,0.6,1.6,2.5,1.3,1.1,11.5
6010209,Planungsraum,Feuerbachstr.,"8,470",25.2,0.3,-0.7,-1.2,1.4,6.4,10.1,7.8,3.5,29.1,8.4,,12,17.8,13.2,1.7,0.4,0.9,2.7,2.5,1.8,1.5,11.8
6010210,Planungsraum,Bismarckstr.,"4,479",22.5,-0.7,-0.5,0.2,-2.8,3.1,11.8,9.3,4.2,32.7,8.3,,13.5,19.7,11.5,2.1,0.6,0.9,2.3,1.6,1.2,1.1,10.8
6020301,Planungsraum,Alt-Lankwitz,"4,853",19.7,0.5,0.2,0.3,3.4,3.2,10.3,8.3,4,23.6,6,,14.9,25.6,8.5,1.4,0.1,0.7,1,1.3,1.5,1.4,11.4
6020302,Planungsraum,Komponistenviertel Lankwitz,"5,354",21,2.1,-0.8,-2.7,-5,3,6.9,4.3,3,20.9,10.4,,12.3,29.9,9.5,0.9,1.2,1.1,1.1,1.9,1.4,1.2,12
6020303,Planungsraum,Lankwitz-Kirche,"6,864",23.7,0.3,-0.2,-2.1,0.7,5.5,12.9,11.2,4.8,35.1,7.5,,12.5,23.6,9.6,1.8,0.3,0.5,1.5,1.4,1.5,1.4,10
6020304,Planungsraum,Kaiser-Wilhelm-Str.,"6,705",23.8,2.4,0.2,-4.2,2.9,4,12.6,11.5,4.2,29.1,6.4,,12.5,21.9,8.9,1.8,0.2,0.4,1.1,1.5,1.4,1.3,8.2
6020305,Planungsraum,Gemeindepark Lankwitz,"10,443",21.2,1.1,-0.9,-2.6,2.1,1.1,11.7,8.1,4,34.9,9.3,,14.7,24.4,13,2.9,1.4,0.7,1.1,2.1,2.1,1.8,11.9
6020306,Planungsraum,Lankwitz-Süd,"6,411",16.2,-0.6,0.3,0.1,-2.5,-0.2,8.5,5.7,3.3,15.6,2.6,,15.2,23.7,5.9,1.3,0,0.2,0.8,1.4,1.1,1,3.5
6020407,Planungsraum,Thermometersiedlung,"4,434",23.9,0.8,-0.5,-3.0,6.2,3.8,17.7,12,6.9,62.6,9.6,,16.2,22.9,16.6,4.2,1.1,1.2,1.5,2.4,2.5,2.3,17.1
6020408,Planungsraum,Lichterfelde-Süd,"6,457",20.2,1,-0.7,-3.6,-2.4,3.7,9.9,7.4,3.4,26.2,5.9,,13.9,25.8,7.4,0.9,0.3,0.5,1.2,1.1,1.2,1.1,8.5
6020409,Planungsraum,Königsberger Str.,"8,160",24.1,2.1,-0.4,3.0,3.4,1.5,8.8,5.6,3.1,18.8,7.1,,13.2,27,9.3,1.1,0.2,0.8,1,1.6,1.9,1.6,9.6
6020410,Planungsraum,Oberhofer Platz,"6,777",20.5,0.1,-0.1,-0.6,5.7,0.2,6.2,2.7,2.3,8.2,3.4,,17,19.6,6.8,0.7,0.3,0.6,1.1,1.9,0.6,0.6,3.4
6020411,Planungsraum,Schütte-Lanz-Str.,"8,603",20,-0.1,-0.3,-1.5,2.1,1.7,8.9,5.3,3.7,23.3,5.3,,17.4,21.1,7.2,1.3,0.4,0.3,0.5,1.2,2.2,2,7.2
6030501,Planungsraum,Berlepschstr.,"5,579",19.5,-0.8,-0.7,-3.0,10.7,-0.6,5.8,4.1,2.1,11,3.4,,16.4,28.8,6.9,0.4,0.2,0.7,0.3,1.7,1.2,1,4.1
6030502,Planungsraum,Zehlendorf-Süd,"5,135",22.8,-1.2,-0.1,-1.3,-4.8,1.8,12.4,7.5,4.2,34,3.3,,13.1,26.2,7.9,1.5,0.6,0.8,0.6,1.4,1.5,1.3,5.5
6030503,Planungsraum,Zehlendorf-Mitte,"10,961",19.5,-1.5,-0.7,-1.5,3.2,1.8,7.5,5.7,2.2,16.1,6.8,,16.1,21.4,9.9,1.1,0.2,0.7,1.1,1.8,0.9,0.5,7.8
6030504,Planungsraum,Teltower Damm,"10,777",19,0.4,-0.2,-1.4,1.3,0.2,5,2.3,2,7.4,5.7,,15.4,26.9,8.4,0.4,0.2,0.5,0.7,2,1,0.8,7
6030605,Planungsraum,Botanischer Garten,"6,762",22.2,-0.1,-0.5,-0.2,-1.7,0.2,6.9,6.8,2.3,14.4,8.2,,13.7,19.3,11.5,0.9,0.5,1.2,1.3,2.4,1.8,1.5,9.6
6030606,Planungsraum,Hindenburgdamm,"4,891",25.4,1.3,0.2,1.9,-1,0.1,11.2,7.2,4.4,23.6,7.1,,16.1,16.4,12.5,1.8,0.7,0.8,2.2,2.6,1.6,1.3,10.8
6030607,Planungsraum,Goerzwerke,"2,978",38.8,4.7,-1.1,1.0,0,1.3,4.8,1,1.6,8.4,8.8,,12.7,19,23.6,1,1.6,1.1,0.7,5.8,5.6,4.1,10.3
6030608,Planungsraum,Schweizer Viertel,"9,772",21.3,4.2,-0.7,-0.7,9.4,0.4,4.8,2.2,2,3.5,6,,18.4,21.8,7.9,0.3,0.4,0.7,0.5,2.1,1,1,6.8
6030609,Planungsraum,Augustaplatz,"11,367",22.7,0,0.2,-0.1,0.8,0.6,7.4,5.8,2.8,14.2,4.7,,14.3,20,9.6,1.1,0.5,0.6,1.1,2.3,1,0.9,5.9
6030610,Planungsraum,Lichterfelde-West,"7,980",19.1,1.9,-0.5,-0.4,11.2,0.4,5.7,2.2,1.9,11.5,5.9,,17.7,21.7,10,1.2,0.5,0.6,1,2.6,0.7,0.6,7.4
6040701,Planungsraum,Wannsee,"9,178",21.3,0.7,-0.6,-0.7,7.8,0,4.5,2.9,1.4,4.3,5.5,,15,25.3,9.1,0.4,0.3,0.9,0.5,1.9,1,0.9,6.2
6040702,Planungsraum,Düppel,"5,283",19.7,0.9,-0.7,-1.3,5.3,-0.6,4,2.1,1.6,7.3,3.6,,21.5,13.4,7.6,0.2,0.5,0.5,0.2,1.5,0.9,0.7,3.9
6040703,Planungsraum,Nikolassee,"10,557",29.1,2.6,0.2,-0.2,6.5,1,4.1,1.6,1.2,7.1,6,,14.5,25.8,14.7,0.7,0.5,0.9,0.6,4.4,1.8,1.1,6.6
6040804,Planungsraum,Krumme Lanke,"7,600",18.5,0.4,-0.3,-0.8,2.3,0.9,3.1,0,1.1,3.4,5.1,,15.8,26.2,7.8,0.3,0,0.7,0.2,2.2,1.1,0.8,5.6
6040805,Planungsraum,Fischerhüttenstr.,"5,172",18.8,0.5,-0.1,-1.1,3.4,-0.9,5.4,0,1.7,5.8,6.4,,16.5,23.5,8.2,0.6,0.2,0.4,0.2,2.5,1.1,0.9,6.4
6040806,Planungsraum,Fischtal,"7,237",14.3,-0.9,-0.5,1.0,4.3,0.3,5.4,2.5,1.9,6.3,1.1,,15.8,26.3,5.5,0,0.3,0.4,0.1,1.8,0.8,0.6,1.4
6040807,Planungsraum,Zehlendorf-Eiche,"5,244",22.5,2.3,-0.6,-1.8,13.9,-0.7,6,4.2,2,12.6,5.5,,15.7,24.8,11.2,0.8,0.6,0.6,0.6,2.7,1,0.7,6.9
6040808,Planungsraum,Hüttenweg,"2,829",40.9,0.4,-0.9,-1.6,-0.7,2.8,5.2,5,1.8,11.1,13.2,,28,8.1,17,0.3,0.2,1.8,0.6,3.1,1.9,1,15.1
6040809,Planungsraum,Thielallee,"4,855",22.1,-0.1,-1.0,-1.2,3.9,-0.9,2.6,1.5,0.7,4.9,10.3,,17.2,19.8,18,0.5,0.4,2,0.4,4,1.3,0.9,10.7
6040810,Planungsraum,Dahlem,"6,389",25.6,0.7,-0.7,-0.7,10.9,-0.3,3.4,1.1,1,3.8,7.6,,16,25.3,14.7,0.4,0.4,1,0.7,3,1.3,1,8.2
7010101,Planungsraum,Wittenbergplatz/Viktoria-Luise-Platz,"9,562",26.6,1.1,-0.4,-0.6,-1.6,1.7,11,7.6,5.3,26.4,16.3,,10.5,19.4,23.4,3.1,1.2,3.4,1.2,5.6,2.4,1.9,21.4
7010102,Planungsraum,Nollendorfplatz,"15,970",30.1,0.2,-0.7,-0.6,-0.5,1.4,13.5,9.3,6.5,52.8,28.6,,16.1,13.3,34.1,8.2,2.6,3.8,4.1,6.2,2.4,1.8,36.6
7010103,Planungsraum,Barbarossaplatz,"10,126",28.9,-0.3,-0.3,0.3,0.4,0.6,9.9,6.9,4.6,27.8,13.1,,13.9,13.4,21,4.4,1.1,0.7,2.4,5.7,2,1.8,16.6
7010104,Planungsraum,Dennewitzplatz,"12,907",30.8,-1.1,-0.9,0.0,-2.5,6,16.7,9.9,8.4,61.9,32.1,,17.2,9.8,38.7,15.8,2.8,4.2,3.3,5.2,2.1,1.6,45.7
7020201,Planungsraum,Bayerischer Platz,"10,431",24.1,0.4,-0.3,-0.1,-4.8,5.2,9.7,6.9,4.2,23.7,9.1,,12.4,18.9,15.6,3.1,0.5,1.2,1.8,3.8,1.4,1,13.3
7020202,Planungsraum,Volkspark (Rudolf-Wilde-Park),"9,196",30.2,-0.2,-0.5,-0.1,-3.4,3.2,11.1,6.7,4.8,40.5,18.7,,12.5,15.6,21.3,4.3,1.9,0.8,2.8,4.9,2.3,1.9,25
7020203,Planungsraum,Kaiser-Wilhelm-Platz,"17,210",31.7,0,-0.4,-0.7,-6.4,1.9,12.9,10.1,5.8,40,18.7,,15.5,9.8,26.8,9.3,2.1,0.9,2.7,5.3,2.1,1.8,25.7
7020204,Planungsraum,Schöneberger Insel,"11,063",37.5,0.7,-0.9,-0.5,-7.5,5.2,11.5,7.6,5.2,40.6,13.4,,13.6,8.1,21.1,5.5,1.1,0.8,2.1,5.2,2.1,1.7,17.7
7030301,Planungsraum,Friedenau,"23,182",24.9,0.7,-1.3,-1.5,-2,-0.3,6.7,3.6,2.9,13.1,7,,15,14.1,12.3,1,0.4,0.8,1.4,3.7,1.3,1,8.8
7030302,Planungsraum,Ceciliengärten,"9,076",23.9,-0.1,-0.2,-0.9,2.5,2.1,8.3,4.3,3.8,17.6,7.6,,16,15.2,13,3.2,0.6,0.4,0.9,2.8,1.2,0.9,9.6
7030303,Planungsraum,Grazer Platz,"11,501",26.9,-1,-0.6,-0.5,-8.3,2.6,14.2,9.3,6.1,42,18.4,,18,14.4,20.5,9.3,1.3,0.6,1.9,2,1.8,1.5,25.2
7040401,Planungsraum,Neu-Tempelhof,"15,615",20.1,-0.1,-0.3,-1.3,3.3,-0.1,12.6,9.5,5.8,25.9,10.2,,16.1,21.4,13.6,5,0.6,0.4,1.4,2.3,1.8,1.6,15
7040402,Planungsraum,Lindenhofsiedlung,"2,094",23.3,4.1,-0.4,-0.2,2.6,1,15.3,5.4,6.9,45.6,8.4,,10.3,31.3,9.1,2.5,0.4,0.1,0.3,1.6,1.3,1,9.8
7040403,Planungsraum,Manteuffelstr.,"21,945",25.9,-0.9,0.7,-0.6,-3.7,2.4,12.3,8.6,5.7,36.6,12.9,,14.1,18.2,14.4,3.6,1,1.1,2.5,2,1.6,1.4,17.6
7040404,Planungsraum,Marienhöhe,"4,984",18.9,0.6,-0.1,-0.3,0.4,3,11.6,6.3,5.4,36.2,10.1,,13.9,27.3,9.8,3.1,0.4,0.6,1.8,1.7,1.2,1.1,13.3
7040405,Planungsraum,Rathaus Tempelhof,"9,532",28.7,1.7,-0.8,0.2,-1,1.7,13.3,9.2,5.5,39.7,20.8,,14.6,18.7,18.5,4.1,2.4,0.9,3.4,2.4,2.2,1.9,27.1
7040406,Planungsraum,Germaniagarten,"2,818",36,-0.2,-0.9,1.1,-7.1,5.2,22.5,15.9,10.8,67.9,14.7,,11.1,15.8,23.6,8.5,1.6,1.2,2.6,2.2,4.6,4.5,22.8
7050501,Planungsraum,Rathausstr.,"15,221",23.8,1.3,-1.4,0.8,-2.3,2.5,13.6,10.1,6.3,42.5,14.5,,13.3,20.9,13.2,2.9,0.8,1.2,2.4,1.7,2.1,1.8,20.2
7050502,Planungsraum,Fritz-Werner-Str.,"7,297",25.9,1.8,-0.4,0.5,-2.7,1.7,11.9,8.2,5.2,32.1,10.1,,11.7,26.3,13.2,3.1,0.5,0.8,1.6,2.8,1.7,1.3,15.6
7050503,Planungsraum,Eisenacher Str.,"8,922",21.7,0.7,0.2,0.1,-3.6,3,12.6,7.3,6.1,30.9,10.5,,11.8,25.9,11.1,3.5,0.4,1.1,2.1,1.2,1.3,1.2,14
7050504,Planungsraum,Imbrosweg,"5,462",18.4,-2.1,-0.3,-0.7,-4,2.1,15.3,9.3,7.6,40.4,10.5,,16.6,25.5,10,3.4,0.5,0.9,1.2,1.1,1.6,1.5,14.5
7050505,Planungsraum,Hundsteinweg,"10,372",17.8,1.9,-0.9,-0.3,4.2,6.5,9.4,4.6,4.2,28,6.5,,16,26.3,7.4,2.2,0.4,0.8,1.1,0.8,0.8,0.6,10.7
7050506,Planungsraum,Birnhornweg,"2,169",18.1,-0.8,-0.4,-1.4,-2.4,-2.4,6.1,2.9,2.5,5.7,1,,14.4,21.8,6.1,1.2,0,0.1,0.9,1.6,0.9,0.9,2.9
7060601,Planungsraum,Marienfelder Allee Nordwest,"9,528",37.8,-2.9,-0.3,-4.1,-0.4,3.8,14.2,8.3,5.8,42,7.7,,15.9,21.4,12.3,2.1,1.6,1.4,1.4,1,2.4,2.2,11
7060602,Planungsraum,Kirchstr.,"4,373",19.6,-0.5,-1.4,0.6,1.7,-1.7,7.3,4,3.1,9.3,4.5,,15.1,21.6,6.6,0.7,0.1,0.2,1.2,1.7,1.6,1.4,6.8
7060603,Planungsraum,Marienfelde Nordost,"2,672",15.6,-1.5,-0.7,-4.5,-3.5,1.4,10.5,9.1,4,44.8,9.3,,14.8,26,7.9,1.1,0.8,0.6,1.9,1.3,1.2,1,13.9
7060604,Planungsraum,Marienfelde Süd,"13,667",20.7,-0.1,-0.3,-6.2,1,4.2,16.1,9.5,7.7,48.4,7.5,,14.9,24.3,9.6,2,0.4,1.6,1,0.9,2.3,2.1,10.8
7070701,Planungsraum,Kettinger Str./Schillerstr.,"10,443",17.8,0,-0.6,0.3,1.5,2.1,7.9,5.2,3.6,15.9,3.9,,15.3,23.3,5.8,1.1,0.1,0.3,1,1.4,1.1,1,5.6
7070702,Planungsraum,Alt-Lichtenrade/Töpchiner Weg,"10,225",19.2,-1,-0.3,-3.0,6.6,-0.4,9.2,6.3,4,19.8,4.1,,17,21.2,4.8,0.9,0.2,0.3,0.9,0.8,0.8,0.7,5.4
7070703,Planungsraum,John-Locke-Str.,"7,876",21.4,-0.3,-0.7,-0.4,4.7,2.9,14.2,9.5,6.9,36.6,4.9,,14.8,26.2,7.5,1.3,0.7,0.6,0.9,0.8,1.9,1.8,6.2
7070704,Planungsraum,Nahariyastr.,"7,488",21.8,-2.5,-0.4,5.3,-3.1,1.7,16.4,9.5,8.6,50,4.9,,17.9,21.3,8,1.3,0.6,1,0.9,1.1,2.2,2.1,7.2
7070705,Planungsraum,Franziusweg/ Rohrbachstr.,"7,082",21.6,0.1,-1.2,-4.8,0.3,1.4,6.7,3.9,2.7,12.2,2.9,,17.5,17.8,6,0.8,0.3,0.6,0.5,1.3,1.1,1,3.5
7070706,Planungsraum,Horstwalder Str./Paplitzer Str.,"3,782",22,2.2,-0.6,2.7,2.8,0.8,7.1,3.3,2.9,17.1,2.7,,15.7,26.4,4,0.7,0.2,0.2,0.5,0.8,0.7,0.7,3.2
7070707,Planungsraum,Wittelsbacherstr.,"3,049",17.5,-0.1,0.2,1.4,3,-1.4,4.8,0,2.5,6.8,1.5,,12.8,27.3,4.1,0.1,0.2,0.1,0.6,1.1,0.8,0.5,2.3
8010115,Planungsraum,Hasenheide,843,33.7,2.6,0.0,-1.5,4.1,4,12.1,9.6,5.4,52.2,19.6,,17,9.7,22.5,2.1,3.2,0.7,0,7.7,2.5,2.1,22.4
8010116,Planungsraum,Wissmannstraße,"3,331",34.3,-0.7,-1.8,-7.7,-3.7,2.6,20,19.5,6.9,64.5,36.2,,17.1,12.2,38.9,18.9,3.1,0.9,6.1,4.4,2.2,1.6,49.4
8010117,Planungsraum,Schillerpromenade,"14,502",43.3,-1.1,-0.8,0.0,-9.3,3.9,20.4,14.2,8.4,65.4,33.7,,15.6,9.1,35.3,12.2,4.3,0.7,5.6,3.8,4.4,4.1,43.7
8010118,Planungsraum,Silbersteinstraße,"10,598",40.2,1.2,-0.1,-1.1,-1.7,0.7,22.1,16.5,9.5,73.2,36.6,,21.2,11.5,38.7,15.5,5.5,1.1,5.6,2.7,4,3.8,48.4
8010211,Planungsraum,Flughafenstraße,"9,028",46.4,-0.2,-0.6,0.0,-7.4,1,20,17,8,68.7,42.9,,19.5,9,44.1,16.5,5.5,0.5,8.4,3.7,3.9,3.2,55
8010212,Planungsraum,Rollberg,"6,952",32.1,0.6,-0.6,-1.9,2,2.1,22.2,14.8,10.3,80.2,27.8,,23.9,11.9,37.5,19.2,4.7,0.6,3.9,2.5,3.3,3.1,40.4
8010213,Planungsraum,Körnerpark,"10,962",41.9,0.2,-0.6,2.1,-5.8,3.4,21.2,15.3,8.8,68.8,41.5,,17.9,10.9,39.3,14.8,5.6,0.5,7.4,3.1,4.1,3.6,52
8010214,Planungsraum,Glasower Straße,"7,183",41,1.2,-0.8,-0.4,-3.2,3.8,21,13.6,9.2,65.2,34.9,,19.7,11.9,36.7,13.2,5,0.7,7.3,2.9,4,3.6,45.8
8010301,Planungsraum,Reuterkiez,"26,721",38.7,0,0.0,1.5,-6.1,4.2,16.7,13.5,6.8,64.5,31,,15.6,9.3,32.2,10.8,3.3,0.6,5.3,4.9,2.8,2.5,40.5
8010302,Planungsraum,Bouchéstraße,"3,591",24.3,0.4,-0.3,-0.9,-3.1,5,18.7,14.6,7.4,62.8,20.1,,13.6,18.4,16.5,5.3,1.9,1.3,3,1.8,1.6,1.5,28.3
8010303,Planungsraum,Donaustraße,"7,457",42.4,-2.4,-1.0,-0.5,-12,0.9,20,15.4,8.5,69.7,44.6,,17.9,8.5,44.2,16.4,5.8,0.7,9.1,4.7,2.9,2.5,55.3
8010404,Planungsraum,Rixdorf,"20,596",42.1,0.6,-0.1,-0.5,-5.4,6.6,20.1,16.2,8.1,65.9,37.9,,18.7,9.2,38.1,12.1,6,0.7,7.5,3.1,4.7,4.3,47.7
8010405,Planungsraum,Hertzbergplatz,"7,710",38.3,1.5,0.0,0.2,-4.6,3.9,18.1,13.9,6.7,64.1,33.8,,17,15,30,9.2,4.9,1.7,5.1,3.2,2.7,2.3,42.4
8010406,Planungsraum,Treptower Straße Nord,"5,914",38.5,0.3,0.4,-1.5,-3.7,0.9,24,20.6,10,73.9,30.7,,17,16.9,29.7,11.4,4,1,5.4,1.6,3.1,2.9,43.8
8010407,Planungsraum,Gewerbegebiet Ederstraße,675,41.8,0.7,-0.4,-5.5,-22,-6.6,16.1,4.8,5.9,78.7,28.8,,10.8,9.5,32,10.8,0.9,2.2,6.4,4.6,2.4,2.4,32.9
8010508,Planungsraum,Weiße Siedlung,"4,340",20.6,-3.5,-0.4,1.2,-4.4,6.1,21.3,15.6,8.5,71,20.2,,20.5,16.1,25.4,15.5,1.2,0.4,2,1.1,1.9,1.9,33
8010509,Planungsraum,Schulenburgpark,"7,284",25.7,-2.5,0.0,4.5,-3.8,2.7,22.8,16.6,10.2,73.3,18.6,,21.9,17.8,23.8,14.9,1.8,0.2,1.3,1.4,2.5,2.3,28.4
8010510,Planungsraum,Gewerbegebiet Köllnische Heide,249,27.8,0.8,0.6,0.4,16.7,-3.7,17.8,0,7.6,44.4,38.9,,14.5,11.2,40.6,14.9,0,0,12,2.8,10.8,1.2,47.2
8020619,Planungsraum,Buschkrugallee Nord,"8,921",30.7,1.2,0.2,-2.2,-1.6,6.8,17.3,17.4,7,63.1,20.4,,16.9,18.8,19.9,8.2,2.4,0.5,2.9,1.2,2.7,2.4,27.6
8020620,Planungsraum,Tempelhofer Weg,"8,489",26.7,1.1,0.2,-0.4,0.3,3.3,16.4,12.1,6.6,54.4,16,,13.9,23.5,15,6.2,1.7,0.5,1.6,1.3,2.2,2,23.1
8020621,Planungsraum,Mohriner Allee Nord,"2,316",14.6,-1.8,0.2,1.2,-7.8,1.6,4.4,3.6,1.6,5.8,1.9,,20.3,14.1,6.2,1.4,0.1,0.4,0.8,1.1,0.7,0.7,4.1
8020622,Planungsraum,Parchimer Allee,"13,899",20.3,-0.1,-0.9,0.0,-4.2,3.6,12.4,12.8,5,39.9,6.5,,13.4,23.8,8.5,3.4,0.5,0.6,1,0.8,1.1,1,10.3
8020623,Planungsraum,Ortolanweg,"1,229",17.1,-2,0.0,-1.4,3.8,-4.5,10.1,5.1,3.7,38.1,7.6,,15,21.6,8.1,2,1.5,0.5,0,1.2,1.5,1.5,15.8
