Nummer,Name,EW 31.12.2014,Status-Index                    (Klasse),,Dynamik-Index             (Klasse),,Status/Dynamik-Index                                                    (Gruppe),,S1,S2,S3,S4,D1,D2,D3,D4,S4 new,EW 31.12. 2014,zS1,zS2,zS3,zS4,Status-summe,Status-Index (standardisierte Statussumme),Zuordnung Klasse Status-Index ,zD1,zD2,zD3,zD4,Dynamik-summe,Dynamik-Index (standardisierte Dynamik-summe),Zuordnung Klasse Dynamik-Index ,K 01,K 02,K 03,K04,K 05,K16,K 06,K 17,K 07,K 08,K 14,K 15,K 09,K 10,K 11,K 12,K 13
08010213,Körnerpark,"12,812",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",11.29,3.33,25.78,65.44,-1.61,-1.11,-0.68,0.41,65.03,"12,812",1.17,0.75,1.57,1.84,5.33,1.38,niedrig,-0.92,-1.60,-0.47,0.49,-2.50,-0.92,stabil,5.84,30.35,16.22,80.58,53.49,35.61,0.59,56.49,39.15,5.12,1.46,31.46,100.00,51.54,35.20,1.33,-6.48
08010214,Glasower Straße,"8,249",4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",13.18,4.40,29.53,66.43,-1.34,-0.30,-0.77,-1.28,67.70,"8,249",1.73,1.65,2.00,1.89,7.28,1.88,sehr niedrig,-0.65,0.03,-0.56,-0.08,-1.26,-0.46,stabil,7.27,31.68,14.14,85.49,55.75,35.14,0.01,62.44,43.50,2.19,1.41,29.22,100.00,51.12,36.00,1.70,-6.33
08010301,Reuterkiez,"28,139",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.67,2.52,18.80,44.55,-0.86,-0.22,-0.97,-5.56,50.11,"28,139",0.38,0.08,0.76,0.80,2.03,0.52,mittel,-0.17,0.19,-0.75,-1.52,-2.25,-0.83,stabil,4.54,28.18,16.01,68.21,46.60,30.26,1.33,54.22,28.09,3.34,1.57,34.76,100.00,55.63,32.28,0.42,-7.19
08010302,Bouchéstraße,"3,780",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",11.51,4.11,22.86,54.61,-0.73,0.33,0.72,-4.66,59.27,"3,780",1.23,1.41,1.23,1.30,5.18,1.34,niedrig,-0.05,1.32,0.83,-1.21,0.88,0.32,stabil,6.19,38.02,8.64,65.39,33.99,19.89,1.82,57.45,41.21,0.00,1.87,35.76,100.00,64.63,22.32,0.98,0.77
08010303,Donaustraße,"8,552",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",10.57,2.79,25.50,63.47,-0.41,-0.70,-1.96,-2.16,65.63,"8,552",0.95,0.30,1.54,1.74,4.53,1.17,niedrig,0.27,-0.78,-1.66,-0.38,-2.55,-0.94,stabil,5.77,26.75,23.20,83.60,58.71,40.15,0.84,59.09,35.74,3.27,1.48,32.08,100.00,52.81,41.61,0.69,-8.91
08010404,Rixdorf,"23,397",3,niedrig,+,positiv,3+,"Status niedrig, Dynamik positiv",10.83,3.08,24.02,57.47,-1.06,-0.74,-1.74,-4.85,62.33,"23,397",1.03,0.55,1.37,1.45,4.39,1.14,niedrig,-0.37,-0.85,-1.46,-1.28,-3.96,-1.46,positiv,6.55,28.16,15.59,78.43,51.26,33.74,0.27,56.95,37.34,4.56,1.51,33.07,100.00,52.04,34.82,0.27,-8.22
08010405,Hertzbergplatz,"9,035",2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",9.68,2.65,21.58,53.09,-1.58,-0.87,-1.21,-3.11,56.20,"9,035",0.68,0.18,1.09,1.23,3.18,0.82,mittel,-0.88,-1.12,-0.96,-0.70,-3.66,-1.35,positiv,5.52,28.19,10.58,71.91,45.04,30.24,0.15,51.87,36.21,0.91,1.62,33.13,100.00,51.62,34.46,0.35,-8.38
08010406,Treptower Straße Nord,"7,031",4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",13.78,4.20,32.80,73.73,-1.72,-0.60,-0.20,7.18,66.55,"7,031",1.91,1.48,2.38,2.25,8.03,2.08,sehr niedrig,-1.02,-0.58,-0.03,2.76,1.13,0.42,stabil,8.55,32.08,13.29,85.21,54.02,34.01,1.29,53.95,52.40,2.68,1.49,29.41,100.00,48.55,38.46,1.24,-7.90
08010407,Gewerbegebiet Ederstraße,801,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",11.62,2.94,17.60,52.86,0.06,-0.91,-2.92,-14.84,67.69,801,1.26,0.43,0.63,1.22,3.54,0.92,mittel,0.73,-1.20,-2.56,-4.62,-7.65,-2.82,positiv,3.57,34.00,0.00,57.53,42.20,27.22,2.38,57.34,28.87,20.51,1.71,34.80,100.00,47.39,40.30,0.40,-21.32
08010508,Weiße Siedlung,"5,474",4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",15.55,5.08,41.83,72.07,-1.00,0.28,-0.06,-1.33,73.40,"5,474",2.44,2.22,3.42,2.17,10.26,2.65,sehr niedrig,-0.31,1.20,0.10,-0.10,0.89,0.33,stabil,9.85,29.22,14.77,87.16,67.79,33.18,1.05,79.07,66.25,6.79,1.69,26.91,100.00,62.30,31.85,0.98,0.59
08010509,Schulenburgpark,"9,508",4,sehr niedrig,-,negativ,4-,"Status sehr niedrig, Dynamik negativ",16.27,5.67,45.27,76.84,-2.44,0.33,2.25,2.07,74.77,"9,508",2.66,2.71,3.82,2.41,11.60,3.00,sehr niedrig,-1.73,1.30,2.26,1.04,2.87,1.06,negativ,10.92,26.96,14.79,86.22,63.90,29.95,-0.08,84.62,69.11,36.99,1.21,26.20,100.00,60.72,20.94,0.39,1.51
08010510,Gewerbegebiet Köllnische Heide,383,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",10.06,2.60,17.23,25.93,-1.86,0.28,2.67,-17.26,43.18,383,0.80,0.14,0.58,-0.12,1.40,0.36,mittel,-1.15,1.20,2.65,-5.44,-2.73,-1.01,positiv,4.41,26.67,0.00,81.82,58.75,40.99,0.88,43.95,29.80,0.00,1.23,32.39,73.89,40.61,38.62,1.74,-6.52
08020619,Buschkrugallee Nord,"10,579",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9.44,3.10,25.52,51.10,-2.88,-0.61,1.38,-2.31,53.41,"10,579",0.61,0.56,1.54,1.13,3.84,0.99,mittel,-2.16,-0.60,1.45,-0.43,-1.74,-0.64,stabil,5.37,27.81,8.70,77.94,49.28,27.73,5.01,65.47,40.23,6.12,1.57,31.53,70.52,56.46,30.29,3.43,6.28
08020620,Tempelhofer Weg,"9,226",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",10.17,3.43,22.88,59.49,-1.40,-0.47,-0.03,1.11,58.38,"9,226",0.83,0.84,1.24,1.55,4.45,1.15,niedrig,-0.70,-0.30,0.13,0.72,-0.15,-0.06,stabil,4.80,33.45,6.82,75.00,39.09,19.05,1.43,59.78,45.22,26.62,1.59,32.83,100.00,61.21,22.95,0.96,-5.38
08020621,Mohriner Allee Nord,"2,318",1,hoch,-,negativ,1-,"Status hoch, Dynamik negativ",2.33,0.58,2.20,5.10,0.16,0.39,0.18,2.56,2.54,"2,318",-1.53,-1.54,-1.15,-1.16,-5.38,-1.39,hoch,0.83,1.43,0.33,1.21,3.79,1.40,negativ,0.00,14.03,0.63,44.75,22.91,7.55,0.50,62.86,10.67,0.00,2.05,45.09,91.07,74.95,14.68,0.11,1.60
08020622,Parchimer Allee,"14,195",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.79,2.13,14.58,33.88,-0.45,-0.40,-0.05,-1.40,35.29,"14,195",0.11,-0.25,0.28,0.27,0.42,0.11,mittel,0.23,-0.18,0.12,-0.12,0.05,0.02,stabil,5.13,38.27,5.59,42.12,23.91,11.21,1.42,60.91,39.20,14.18,1.74,35.53,23.63,67.69,17.70,0.44,-2.28
08020623,Ortolanweg,"1,264",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.69,1.57,16.06,47.15,-0.54,-0.58,-0.17,5.93,41.22,"1,264",-0.21,-0.71,0.45,0.93,0.46,0.12,mittel,0.14,-0.54,0.00,2.34,1.94,0.72,stabil,9.09,33.33,3.96,52.94,24.60,12.03,2.13,61.84,45.99,0.00,1.54,34.40,100.00,71.05,14.57,1.66,8.41
08020624,Britzer Garten,"1,142",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.63,2.50,10.33,23.64,0.54,0.97,-4.63,-2.04,25.68,"1,142",0.07,0.06,-0.21,-0.24,-0.32,-0.08,mittel,1.20,2.60,-4.16,-0.34,-0.69,-0.26,stabil,5.05,28.57,0.00,36.98,25.57,11.12,0.53,56.69,42.27,0.00,1.97,38.70,100.00,61.72,17.55,3.36,5.05
08020625,Handwerker-Siedlung,"3,331",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.56,2.50,10.72,20.96,-1.06,-0.93,0.95,2.05,18.91,"3,331",0.05,0.06,-0.17,-0.37,-0.43,-0.11,mittel,-0.38,-1.23,1.05,1.04,0.48,0.18,stabil,4.02,22.99,4.99,43.18,25.34,12.97,1.32,57.18,24.08,5.25,1.96,39.45,72.83,67.08,20.16,1.35,13.94
08020726,Buckow West,"8,291",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4.90,1.32,8.29,20.99,-1.02,-0.39,0.82,2.09,18.91,"8,291",-0.75,-0.92,-0.45,-0.37,-2.49,-0.64,mittel,-0.33,-0.14,0.93,1.05,1.50,0.55,stabil,2.24,29.07,2.71,36.59,20.79,8.50,1.11,57.59,25.80,15.40,1.87,40.13,69.07,70.00,16.01,0.83,4.77
08020727,Buckow Mitte,"11,436",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.98,1.73,10.48,29.53,-0.32,-0.32,-0.21,-1.28,30.81,"11,436",-0.43,-0.58,-0.20,0.06,-1.14,-0.30,mittel,0.36,-0.01,-0.03,-0.08,0.24,0.09,stabil,3.24,28.18,3.16,46.76,21.97,8.32,1.13,68.38,40.31,6.58,1.91,38.72,89.45,69.49,17.17,0.68,6.78
08020728,Buckow Ost,"8,286",2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",8.67,2.59,18.84,47.56,-0.47,-0.05,1.78,1.67,45.88,"8,286",0.38,0.13,0.77,0.95,2.24,0.58,mittel,0.21,0.53,1.82,0.91,3.47,1.28,negativ,3.13,30.83,6.06,59.14,33.27,15.62,2.03,62.91,44.86,26.92,1.82,37.88,93.39,62.24,26.61,0.95,3.25
08030829,Gropiusstadt Nord,"12,327",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",10.53,3.36,25.81,63.77,-1.25,-0.22,1.00,0.15,63.63,"12,327",0.94,0.78,1.57,1.76,5.05,1.31,niedrig,-0.56,0.19,1.09,0.40,1.12,0.41,stabil,4.38,32.12,6.98,78.97,45.53,18.17,1.43,72.81,57.97,0.00,1.64,34.67,99.71,71.56,16.92,0.84,1.72
08030830,Gropiusstadt Süd,"7,272",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9.17,2.98,17.86,56.19,-1.17,-0.44,1.00,2.47,53.72,"7,272",0.53,0.46,0.66,1.38,3.03,0.78,mittel,-0.48,-0.26,1.09,1.18,1.53,0.56,stabil,4.57,34.79,5.57,75.84,35.23,13.68,0.95,68.54,46.37,0.00,1.63,38.56,100.00,72.75,14.78,0.80,-0.25
08030831,Gropiusstadt Ost,"16,867",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",10.61,3.67,23.78,52.05,-0.57,0.13,0.71,-1.41,53.46,"16,867",0.96,1.04,1.34,1.18,4.52,1.17,niedrig,0.11,0.90,0.82,-0.13,1.71,0.63,stabil,5.56,30.58,6.47,74.48,45.56,17.69,0.80,76.91,52.51,54.99,1.66,34.06,98.62,67.33,17.96,0.55,-0.36
08040932,Goldhähnchenweg,"2,757",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.23,2.44,14.15,37.54,-0.98,-0.20,-0.04,-6.45,43.99,"2,757",-0.35,0.01,0.23,0.46,0.34,0.09,mittel,-0.30,0.23,0.13,-1.81,-1.75,-0.65,stabil,5.09,31.01,3.87,58.15,25.64,9.68,0.79,70.79,41.25,0.00,1.95,37.85,100.00,65.63,15.95,0.38,0.69
08040933,Vogelviertel Süd,"3,941",2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",5.13,1.58,8.88,23.46,-0.13,0.10,1.26,4.07,19.38,"3,941",-0.68,-0.71,-0.38,-0.24,-2.01,-0.52,mittel,0.54,0.84,1.34,1.71,4.43,1.63,negativ,3.38,20.36,3.12,57.82,27.40,11.37,1.10,70.54,19.08,6.37,1.90,39.83,78.31,68.08,17.02,1.44,0.79
08040934,Vogelviertel Nord,"2,686",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4.34,1.30,10.09,23.51,-1.47,-0.49,1.02,1.39,22.12,"2,686",-0.92,-0.95,-0.24,-0.24,-2.35,-0.61,mittel,-0.77,-0.35,1.11,0.81,0.80,0.30,stabil,2.46,23.62,2.15,50.24,27.14,10.65,2.00,69.58,31.84,7.96,1.91,41.82,100.00,72.59,17.50,0.77,8.54
08041035,Blumenviertel,"7,847",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4.11,1.21,4.21,11.13,-0.06,0.01,0.17,1.70,9.43,"7,847",-0.99,-1.02,-0.92,-0.86,-3.78,-0.98,mittel,0.61,0.66,0.32,0.92,2.50,0.92,stabil,2.80,20.93,0.93,46.78,24.54,9.63,1.68,67.20,17.45,0.03,2.02,44.99,0.00,74.39,17.11,1.90,12.39
08041036,Zittauer Straße,"6,802",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3.44,0.72,3.88,8.75,0.15,-0.47,-0.11,-1.35,10.10,"6,802",-1.19,-1.43,-0.96,-0.97,-4.55,-1.18,hoch,0.82,-0.32,0.05,-0.10,0.45,0.17,stabil,1.74,19.65,1.20,36.33,18.42,7.63,0.58,54.72,11.65,6.60,2.04,43.52,85.27,77.00,13.43,0.29,6.54
08041037,Alt-Rudow,"9,632",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.97,1.85,9.43,29.60,-0.26,0.26,0.14,0.83,28.77,"9,632",-0.43,-0.48,-0.32,0.06,-1.17,-0.30,mittel,0.42,1.17,0.30,0.63,2.51,0.93,stabil,3.85,30.81,2.97,41.81,19.75,8.70,1.93,56.21,35.52,5.39,1.98,41.38,36.64,69.83,16.70,0.55,1.56
08041038,Waßmannsdorfer Chaussee,"6,690",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3.38,1.13,4.54,11.23,-0.50,0.14,0.05,-0.57,11.80,"6,690",-1.21,-1.09,-0.88,-0.85,-4.03,-1.04,hoch,0.18,0.93,0.21,0.16,1.48,0.54,stabil,2.03,17.94,2.71,36.73,18.45,5.81,0.24,56.30,16.46,0.43,1.98,43.12,91.84,72.54,16.81,2.44,19.01
08041039,Frauenviertel,"3,725",2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",5.26,1.58,13.07,29.53,-1.53,-0.35,-1.66,-4.23,33.75,"3,725",-0.64,-0.71,0.10,0.06,-1.19,-0.31,mittel,-0.84,-0.06,-1.38,-1.07,-3.35,-1.23,positiv,1.97,30.94,3.60,47.98,28.81,9.40,-1.03,58.00,30.31,0.00,1.48,31.24,6.55,60.78,24.84,2.50,-1.37
08041040,Waltersdorfer Chaussee Ost,"7,991",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4.69,1.32,9.41,22.64,-0.66,-0.20,-0.27,-0.35,23.00,"7,991",-0.82,-0.92,-0.32,-0.28,-2.34,-0.61,mittel,0.02,0.23,-0.10,0.23,0.38,0.14,stabil,2.49,29.77,2.75,34.90,19.88,6.90,0.41,64.97,27.20,24.93,1.80,37.87,85.13,70.45,17.43,0.07,4.75
09010101,Elsenstraße,"11,330",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9.22,3.42,12.67,26.90,-1.15,-0.39,-0.30,-2.86,29.76,"11,330",0.54,0.83,0.06,-0.07,1.36,0.35,mittel,-0.46,-0.14,-0.12,-0.61,-1.33,-0.49,stabil,3.56,27.21,3.74,39.22,25.02,14.64,0.89,52.26,29.40,13.02,1.63,35.63,71.44,54.49,29.47,0.91,-0.45
09010102,Am Treptower Park Nord,71,0,,0,,0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
09010201,Am Treptower Park Süd,"4,252",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.44,1.88,5.79,10.00,-0.08,0.14,-0.48,-2.01,12.01,"4,252",-0.59,-0.45,-0.74,-0.91,-2.69,-0.70,mittel,0.59,0.93,-0.28,-0.32,0.91,0.34,stabil,0.00,25.98,2.46,24.58,13.15,6.35,0.59,44.81,17.60,21.31,1.92,40.58,0.00,62.69,19.67,0.30,-1.71
09010202,Köpenicker Landstraße,"6,722",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",10.89,3.92,9.91,34.38,0.85,0.07,-1.47,-4.65,39.03,"6,722",1.04,1.25,-0.26,0.30,2.33,0.60,mittel,1.51,0.77,-1.21,-1.21,-0.14,-0.05,stabil,6.41,47.41,2.09,22.20,8.64,5.16,1.74,53.31,30.77,27.20,1.97,35.63,0.00,66.08,19.98,0.93,-7.45
09010301,Baumschulenstraße,"14,704",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.09,2.62,9.16,29.32,-0.59,-0.41,-0.69,-2.01,31.33,"14,704",0.21,0.16,-0.35,0.05,0.07,0.02,mittel,0.09,-0.19,-0.48,-0.33,-0.91,-0.34,stabil,4.78,36.62,1.57,20.75,9.90,5.50,1.01,53.09,27.81,10.11,1.99,37.85,3.18,61.83,22.36,1.23,-6.77
09010302,Späthsfelde,"2,943",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2.90,1.09,2.31,5.03,-0.61,0.13,-0.56,0.32,4.71,"2,943",-1.35,-1.12,-1.14,-1.16,-4.77,-1.23,hoch,0.07,0.90,-0.36,0.45,1.06,0.39,stabil,0.86,18.48,0.98,35.08,18.45,8.19,1.13,83.40,5.03,0.00,1.81,40.36,83.21,74.81,13.82,0.36,9.99
09010401,Johannisthal West,"7,844",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.88,2.62,6.23,22.05,-0.40,0.06,-0.63,-1.85,23.91,"7,844",-0.16,0.16,-0.69,-0.31,-1.00,-0.26,mittel,0.28,0.77,-0.43,-0.27,0.35,0.13,stabil,4.47,39.62,1.29,10.82,4.82,2.40,0.64,46.81,19.32,22.92,1.94,36.84,12.15,71.80,15.61,1.22,1.58
09010402,Johannisthal Ost,"10,737",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.57,1.99,7.67,15.11,-0.59,-0.36,0.45,0.62,14.48,"10,737",-0.55,-0.37,-0.52,-0.66,-2.10,-0.54,mittel,0.09,-0.08,0.58,0.56,1.14,0.42,stabil,2.85,25.54,2.99,18.73,10.00,4.43,0.75,60.29,21.22,20.48,1.81,39.53,12.38,65.49,18.27,0.35,-0.30
09020501,Oberschöneweide West,"6,147",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",13.67,5.24,17.70,41.97,-0.67,-0.50,-0.64,-4.27,46.24,"6,147",1.88,2.35,0.64,0.68,5.54,1.43,niedrig,0.02,-0.37,-0.43,-1.08,-1.87,-0.69,stabil,6.77,42.06,5.82,26.24,17.57,12.64,4.26,42.60,29.66,13.94,1.62,35.38,94.76,43.87,35.77,3.22,-0.49
09020502,Oberschöneweide Ost,"14,214",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9.34,3.78,13.49,30.39,-0.98,-0.06,-0.86,-4.71,35.10,"14,214",0.58,1.13,0.15,0.10,1.96,0.51,mittel,-0.30,0.53,-0.64,-1.23,-1.64,-0.61,stabil,3.41,41.32,4.40,21.94,12.37,7.20,1.10,58.55,34.77,38.97,1.85,35.69,36.24,52.05,28.09,0.92,-5.91
09020601,Schnellerstraße,"7,437",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.81,2.62,12.26,33.51,-0.47,-0.83,0.50,-1.48,34.99,"7,437",0.42,0.16,0.01,0.26,0.84,0.22,mittel,0.21,-1.03,0.63,-0.15,-0.34,-0.12,stabil,4.38,33.43,2.81,28.51,17.39,12.77,2.48,52.63,29.92,8.76,1.72,34.55,63.40,50.45,36.71,1.51,-0.82
09020602,Oberspree,"3,434",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.82,2.23,5.97,22.03,-0.16,0.35,-0.38,1.97,20.06,"3,434",-0.48,-0.17,-0.72,-0.31,-1.67,-0.43,mittel,0.51,1.35,-0.20,1.01,2.67,0.99,stabil,2.28,37.75,0.45,7.96,4.05,2.15,0.49,37.84,21.13,42.05,1.98,37.39,54.69,77.79,11.95,0.03,1.43
09020701,Adlershof West,508,2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",6.79,3.51,4.92,0.00,-10.24,-3.08,-4.21,0.00,0.00,508,-0.18,0.91,-0.84,-1.41,-1.52,-0.39,mittel,-9.40,-5.58,-3.76,0.35,-18.40,-6.78,positiv,0.00,0.00,0.00,80.00,45.47,43.70,22.54,67.57,1.83,0.00,1.62,35.44,46.65,22.44,119.41,55.13,0.00
09020702,Adlershof Ost,"15,934",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.72,2.83,8.50,21.23,-0.58,-0.21,0.06,-0.43,21.66,"15,934",0.09,0.34,-0.42,-0.35,-0.35,-0.09,mittel,0.10,0.21,0.21,0.20,0.73,0.27,stabil,3.44,36.18,1.90,19.89,9.17,6.18,2.69,63.72,24.53,17.17,1.90,38.69,10.18,60.30,24.99,1.80,1.65
09020801,Spindlersfeld,"2,881",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.66,2.34,7.81,16.67,-0.89,-0.07,-0.18,0.42,16.25,"2,881",-0.53,-0.07,-0.50,-0.58,-1.68,-0.43,mittel,-0.21,0.51,0.00,0.49,0.78,0.29,stabil,1.93,37.41,2.57,6.15,5.14,2.53,-0.19,58.90,15.71,57.15,2.10,38.79,0.00,62.07,20.23,1.14,-0.20
09020802,Köllnische Vorstadt,"7,268",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",12.12,4.46,18.96,51.32,-0.53,-0.43,-0.34,-1.77,53.09,"7,268",1.41,1.70,0.78,1.14,5.04,1.30,niedrig,0.15,-0.23,-0.15,-0.25,-0.48,-0.18,stabil,5.96,47.98,2.69,16.31,10.35,6.10,2.04,43.79,29.44,29.68,1.93,36.31,51.68,55.55,25.32,0.65,-3.45
09030901,Dorf Altglienicke,"12,317",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3.53,1.05,3.05,7.88,-0.39,-0.04,-0.13,-0.77,8.65,"12,317",-1.16,-1.15,-1.05,-1.02,-4.39,-1.14,hoch,0.28,0.57,0.04,0.09,0.98,0.36,stabil,1.64,19.76,0.60,16.87,8.73,3.52,0.41,49.54,15.27,1.94,1.97,41.94,29.47,70.00,15.30,-0.04,3.48
09030902,Wohngebiet II,"5,827",4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",14.87,5.99,23.27,56.16,-0.44,-0.48,0.89,0.19,55.96,"5,827",2.24,2.98,1.28,1.38,7.88,2.04,sehr niedrig,0.24,-0.33,0.99,0.41,1.32,0.49,stabil,8.37,49.43,4.86,17.54,10.57,4.86,0.10,40.64,45.02,7.23,1.64,30.54,69.09,61.55,20.51,0.52,1.76
09030903,Kölner Viertel,"7,800",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.93,2.43,9.29,18.58,-0.27,0.27,-1.04,-2.87,21.45,"7,800",-0.44,0.00,-0.33,-0.49,-1.26,-0.33,mittel,0.41,1.19,-0.81,-0.62,0.18,0.07,stabil,3.23,26.86,4.92,17.02,11.96,3.27,0.26,60.39,30.42,55.12,1.55,36.30,0.00,66.29,19.10,-0.45,2.16
09031001,Bohnsdorf,"12,240",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4.40,1.41,5.28,14.06,-0.17,0.11,0.06,-0.32,14.39,"12,240",-0.90,-0.85,-0.80,-0.71,-3.25,-0.84,mittel,0.51,0.87,0.22,0.24,1.84,0.68,stabil,2.75,29.10,1.04,12.06,7.04,3.79,0.84,38.15,17.61,10.26,2.00,41.25,54.25,69.93,17.88,1.02,4.97
09031101,Grünau,"5,649",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4.45,1.40,3.54,8.08,-0.92,-0.41,-0.16,-1.68,9.76,"5,649",-0.89,-0.85,-1.00,-1.01,-3.75,-0.97,mittel,-0.23,-0.20,0.01,-0.22,-0.63,-0.23,stabil,0.00,30.69,0.85,17.79,7.74,5.33,0.67,68.77,4.79,6.23,2.10,42.90,0.05,65.86,28.77,0.57,-2.64
09031201,Karolinenhof,"1,764",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2.78,0.86,1.13,0.00,-1.05,-0.29,0.11,0.00,0.00,"1,764",-1.39,-1.31,-1.27,-1.41,-5.38,-1.39,hoch,-0.36,0.06,0.26,0.35,0.31,0.12,stabil,0.00,26.58,0.00,14.04,6.29,2.66,0.95,57.45,0.00,0.00,2.22,51.15,0.34,78.86,12.64,0.00,12.52
09031202,Schmöckwitz/ Rauchfangswerder,"2,351",1,hoch,-,negativ,1-,"Status hoch, Dynamik negativ",4.37,1.19,2.68,6.14,0.99,-0.23,1.06,6.14,0.00,"2,351",-0.91,-1.03,-1.10,-1.10,-4.15,-1.07,hoch,1.64,0.18,1.15,2.41,5.38,1.99,negativ,0.00,23.36,0.55,8.49,6.47,3.91,1.12,56.52,8.43,0.00,2.21,50.77,58.57,72.52,17.95,1.45,6.49
09041301,Kietzer Feld/Nachtheide,"13,933",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.14,2.65,6.68,18.99,-0.59,-0.12,-0.16,-0.55,19.53,"13,933",-0.08,0.18,-0.63,-0.47,-1.00,-0.26,mittel,0.09,0.39,0.01,0.16,0.66,0.24,stabil,3.84,34.78,1.22,10.56,3.79,1.68,0.30,48.72,21.92,24.00,2.13,39.12,1.21,72.58,15.08,1.52,3.47
09041302,Wendenschloß,"1,792",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2.16,0.45,0.84,0.00,-0.28,-0.07,-0.51,-1.35,1.35,"1,792",-1.57,-1.65,-1.31,-1.41,-5.95,-1.54,hoch,0.40,0.49,-0.31,-0.11,0.47,0.17,stabil,0.00,18.38,0.00,11.88,6.14,2.40,0.16,51.16,0.00,0.43,2.26,53.73,0.00,70.93,17.77,0.14,-2.65
09041401,Allende I,"4,845",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.94,1.89,6.71,17.74,0.39,-0.31,-0.05,-2.65,20.39,"4,845",-0.44,-0.45,-0.63,-0.53,-2.05,-0.53,mittel,1.06,0.01,0.11,-0.54,0.64,0.24,stabil,5.70,31.37,0.76,27.21,10.67,8.32,6.81,91.32,14.21,37.55,1.60,36.02,3.36,70.01,23.25,3.12,11.58
