Nummer,Name,EW 31.12.2014,Status-Index                    (Klasse),,Dynamik-Index             (Klasse),,Status/Dynamik-Index                                                    (Gruppe),,S1,S2,S3,S4,D1,D2,D3,D4,S4 new,EW 31.12. 2014,zS1,zS2,zS3,zS4,Status-summe,Status-Index (standardisierte Statussumme),Zuordnung Klasse Status-Index ,zD1,zD2,zD3,zD4,Dynamik-summe,Dynamik-Index (standardisierte Dynamik-summe),Zuordnung Klasse Dynamik-Index ,K 01,K 02,K 03,K04,K 05,K16,K 06,K 17,K 07,K 08,K 14,K 15,K 09,K 10,K 11,K 12,K 13
03071633,Thälmannpark,"2,736",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9.98,3.42,13.96,24.42,1.06,0.34,-0.24,-3.31,27.73,"2,736",0.77,0.83,0.21,-0.20,1.61,0.42,mittel,1.71,1.32,-0.06,-0.76,2.21,0.81,stabil,8.26,38.25,5.83,39.21,18.06,10.31,1.90,58.16,28.42,72.73,1.97,35.81,87.61,64.10,20.16,1.06,11.86
03071638,Winsstraße,"16,800",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.56,1.68,5.95,9.96,-0.65,-0.12,-0.26,-0.14,10.10,"16,800",-0.55,-0.63,-0.72,-0.91,-2.81,-0.73,mittel,0.04,0.39,-0.08,0.30,0.65,0.24,stabil,2.78,26.96,4.64,31.89,27.27,18.52,2.92,38.15,9.46,6.87,1.79,41.33,39.60,52.22,33.22,0.30,-3.89
03071639,Bötzowstraße,"12,323",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.79,1.56,5.91,7.81,-0.38,-0.24,-0.29,-0.35,8.16,"12,323",-0.49,-0.73,-0.72,-1.02,-2.96,-0.77,mittel,0.30,0.16,-0.11,0.23,0.58,0.21,stabil,2.58,26.64,4.62,30.56,22.73,14.40,1.70,41.41,9.89,16.40,1.78,41.24,15.43,55.97,30.82,0.99,-1.38
04010101,Jungfernheide,"10,339",4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",12.75,4.97,19.48,56.17,-0.49,-0.39,-1.51,0.37,55.81,"10,339",1.60,2.12,0.84,1.38,5.95,1.54,sehr niedrig,0.19,-0.16,-1.24,0.47,-0.74,-0.27,stabil,5.71,44.52,5.75,64.28,40.74,21.69,2.76,53.86,36.50,19.58,1.85,32.24,37.48,63.66,20.45,1.88,-1.10
04010102,Plötzensee,772,2,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",7.95,2.71,8.16,42.42,2.53,0.01,2.98,7.64,34.78,772,0.16,0.24,-0.46,0.70,0.64,0.16,mittel,3.16,0.65,2.94,2.91,9.66,3.56,negativ,4.17,27.27,0.00,49.37,30.96,25.78,5.33,51.26,17.35,0.00,1.69,44.37,76.94,59.57,49.34,1.27,24.05
04010103,Paul-Hertz-Siedlung,"7,631",4,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",12.69,4.79,24.87,55.86,0.04,-0.53,0.80,0.05,55.82,"7,631",1.59,1.98,1.47,1.37,6.40,1.66,sehr niedrig,0.71,-0.44,0.90,0.36,1.55,0.57,stabil,6.17,35.31,10.59,74.79,47.14,21.87,2.80,68.24,48.34,94.13,1.72,32.60,17.08,67.12,18.37,0.78,1.46
04020204,Olympiagelände,115,0,,0,,0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,115,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04020205,Siedlung Ruhleben,"1,264",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3.29,0.39,1.90,6.13,0.31,-0.64,-0.84,0.87,5.26,"1,264",-1.24,-1.70,-1.19,-1.10,-5.23,-1.35,hoch,0.98,-0.66,-0.62,0.64,0.34,0.13,stabil,0.00,20.00,0.00,32.35,20.33,12.03,0.35,43.42,9.02,11.24,2.21,49.66,0.00,72.20,18.43,1.05,5.14
04020206,Angerburger Allee,"2,570",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.03,1.89,5.41,19.46,-0.46,0.43,-0.32,1.21,18.25,"2,570",-0.71,-0.45,-0.78,-0.44,-2.39,-0.62,mittel,0.22,1.50,-0.14,0.75,2.34,0.86,stabil,0.00,26.98,2.37,55.43,19.26,11.09,1.53,49.47,10.73,0.00,2.35,48.61,0.00,68.35,15.60,2.30,2.66
04020207,Flatowallee,"2,624",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3.36,0.85,2.71,4.95,-0.44,-0.47,-0.32,-3.36,8.31,"2,624",-1.22,-1.31,-1.09,-1.16,-4.79,-1.24,hoch,0.23,-0.31,-0.14,-0.78,-0.99,-0.37,stabil,0.00,19.53,1.61,46.23,26.14,14.41,0.29,47.88,6.02,0.00,2.07,48.88,0.69,65.30,20.41,-0.15,-4.80
04020208,Kranzallee,"2,846",1,hoch,-,negativ,1-,"Status hoch, Dynamik negativ",3.48,1.16,3.58,5.06,-0.23,-0.16,1.05,3.51,1.55,"2,846",-1.18,-1.06,-0.99,-1.16,-4.39,-1.14,hoch,0.44,0.31,1.14,1.53,3.42,1.26,negativ,0.00,20.27,1.26,34.55,23.72,13.07,1.30,36.02,9.61,3.95,2.17,55.20,0.00,64.97,19.50,1.38,8.38
04020209,Eichkamp,"3,128",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",0.95,0.00,0.83,1.57,-0.30,-0.37,0.04,0.76,0.81,"3,128",-1.94,-2.03,-1.31,-1.33,-6.61,-1.71,hoch,0.38,-0.10,0.19,0.60,1.07,0.40,stabil,0.00,20.46,0.00,26.54,34.75,26.76,1.23,52.81,0.62,0.00,1.98,44.62,0.00,65.11,31.64,0.23,17.77
04020310,Park Ruhwald,600,1,hoch,+,positiv,1+,"Status hoch, Dynamik positiv",2.81,1.30,3.17,0.00,-2.32,-0.41,-1.28,-11.11,11.11,600,-1.38,-0.95,-1.04,-1.41,-4.77,-1.24,hoch,-1.61,-0.20,-1.03,-3.38,-6.21,-2.29,positiv,0.00,27.27,0.00,83.78,47.17,40.33,7.51,72.73,1.69,0.00,1.26,30.85,31.50,36.66,53.95,-0.24,-5.56
04020311,Reichsstraße,"14,153",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4.94,1.88,5.40,12.08,-0.16,-0.10,-0.18,-0.10,12.18,"14,153",-0.74,-0.46,-0.78,-0.81,-2.79,-0.72,mittel,0.52,0.45,-0.01,0.31,1.27,0.47,stabil,2.49,29.09,2.79,42.86,25.74,14.65,1.42,50.68,10.25,0.99,2.14,48.52,0.00,66.81,20.76,1.13,3.10
04020312,Branitzer Platz,"5,036",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4.63,1.46,4.96,7.60,-0.26,-0.31,-0.22,0.57,7.02,"5,036",-0.83,-0.81,-0.83,-1.03,-3.50,-0.91,mittel,0.41,0.02,-0.05,0.54,0.93,0.34,stabil,1.55,26.02,3.54,42.98,23.79,12.79,0.28,47.98,12.21,4.04,2.13,49.84,0.00,65.21,22.75,2.99,6.52
04020313,Königin-Elisabeth-Straße,"7,346",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.56,1.77,8.66,22.16,-0.95,-0.65,-0.40,-0.44,22.60,"7,346",-0.56,-0.55,-0.41,-0.31,-1.82,-0.47,mittel,-0.26,-0.67,-0.22,0.20,-0.95,-0.35,stabil,1.23,30.56,4.17,65.57,37.38,24.56,4.68,67.52,15.24,11.45,1.90,39.78,0.00,59.42,38.62,2.87,-1.15
04020314,Messegelände,9,0,,0,,0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04030415,Schloßgarten,"2,750",3,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",11.03,4.47,19.05,49.25,0.11,0.17,-0.20,-1.60,50.85,"2,750",1.09,1.71,0.79,1.04,4.63,1.20,niedrig,0.78,0.97,-0.03,-0.19,1.54,0.57,stabil,6.88,35.92,15.04,73.01,48.00,35.16,1.89,63.19,19.17,0.00,1.58,33.19,0.00,49.22,36.61,3.74,-4.28
04030416,Klausenerplatz,"10,276",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.31,3.01,16.37,28.45,-0.40,-0.80,-0.24,-0.93,29.38,"10,276",0.27,0.49,0.48,0.00,1.25,0.32,mittel,0.28,-0.97,-0.07,0.04,-0.72,-0.27,stabil,2.84,30.47,16.41,58.48,45.58,25.54,0.25,67.38,25.72,44.43,1.62,35.22,0.00,63.14,23.77,-0.05,-3.01
04030417,Schloßstraße,"10,758",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.94,2.04,9.58,18.14,-0.43,-0.60,-0.66,-3.32,21.46,"10,758",-0.44,-0.33,-0.30,-0.51,-1.57,-0.41,mittel,0.25,-0.58,-0.45,-0.77,-1.55,-0.57,stabil,2.97,29.23,9.01,52.53,35.39,21.18,1.65,57.09,17.11,1.50,1.90,42.35,0.00,62.90,27.37,1.25,-1.64
04030518,Tegeler Weg,"9,313",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.55,3.06,13.45,32.71,-0.12,-0.54,-0.80,-2.60,35.32,"9,313",0.34,0.53,0.15,0.22,1.24,0.32,mittel,0.56,-0.45,-0.59,-0.53,-1.00,-0.37,stabil,3.58,34.14,9.33,65.07,40.56,24.14,2.37,59.83,23.17,0.61,1.94,38.91,71.92,60.29,26.56,1.12,-5.19
04030519,Kaiserin-Augusta-Allee,"5,597",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.29,3.17,14.60,44.31,-0.47,-0.51,-0.70,1.06,43.25,"5,597",0.26,0.62,0.28,0.79,1.96,0.51,mittel,0.21,-0.39,-0.49,0.70,0.03,0.01,stabil,3.89,34.16,8.69,67.50,41.11,23.44,1.35,54.57,26.55,12.67,1.80,38.23,26.19,57.63,28.22,1.41,-3.47
04030620,Alt-Lietzow,"8,480",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.00,2.65,12.55,29.56,-0.45,-0.10,-0.12,-2.61,32.17,"8,480",-0.12,0.19,0.04,0.06,0.17,0.04,mittel,0.22,0.45,0.05,-0.53,0.19,0.07,stabil,2.87,30.90,9.40,65.62,41.60,24.26,1.67,56.88,19.85,2.57,1.83,39.23,2.94,60.67,25.77,1.22,0.53
04030621,Spreestadt,"2,984",2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",7.97,3.34,14.48,37.10,-0.96,0.02,-2.14,-5.08,42.17,"2,984",0.17,0.76,0.27,0.43,1.63,0.42,mittel,-0.27,0.68,-1.83,-1.35,-2.77,-1.02,positiv,2.39,28.10,17.70,77.78,51.64,31.30,1.46,51.71,23.51,1.16,1.59,35.96,100.00,57.13,30.11,-0.21,-5.99
04030622,Richard-Wagner-Straße,"10,186",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.30,2.78,13.80,32.17,-0.06,-1.02,0.03,-0.27,32.44,"10,186",0.27,0.30,0.19,0.19,0.94,0.24,mittel,0.61,-1.41,0.19,0.26,-0.36,-0.13,stabil,3.64,29.21,12.85,68.69,43.90,25.73,0.59,57.54,21.26,14.63,1.84,39.86,0.00,61.80,26.17,1.16,-2.26
04030623,Ernst-Reuter-Platz,"4,544",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.19,3.24,15.01,35.12,-0.08,-0.55,-0.45,-2.41,37.53,"4,544",0.23,0.68,0.33,0.34,1.57,0.41,mittel,0.59,-0.47,-0.26,-0.46,-0.60,-0.22,stabil,2.26,30.46,15.07,79.45,53.10,31.38,1.15,64.94,20.94,18.74,1.95,42.50,0.00,57.14,27.47,2.15,-0.67
04030724,Lietzensee,"6,294",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.51,2.42,8.72,18.85,-0.41,-0.42,0.22,1.60,17.25,"6,294",-0.27,-0.01,-0.40,-0.47,-1.15,-0.30,mittel,0.26,-0.20,0.36,0.88,1.31,0.48,stabil,2.04,32.80,7.31,48.18,33.00,19.30,0.55,53.09,13.80,2.42,1.90,44.56,0.00,64.70,21.38,0.78,-0.51
04030725,Amtsgerichtsplatz,"11,822",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.09,2.17,6.99,13.76,0.26,-0.09,-0.96,-2.83,16.59,"11,822",-0.40,-0.21,-0.60,-0.73,-1.93,-0.50,mittel,0.93,0.46,-0.73,-0.60,0.05,0.02,stabil,1.98,30.69,6.11,52.06,37.12,24.07,2.19,50.05,12.07,1.20,1.87,44.21,3.22,62.03,30.29,0.74,1.32
04030726,Droysenstraße,"5,407",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.30,2.21,7.97,17.22,-0.21,-0.50,-1.00,-2.32,19.53,"5,407",-0.33,-0.18,-0.49,-0.55,-1.55,-0.40,mittel,0.46,-0.37,-0.77,-0.43,-1.10,-0.41,stabil,2.70,32.30,7.01,61.01,39.82,24.23,1.57,52.67,12.75,2.59,2.02,48.09,0.00,61.51,26.62,1.63,-3.24
04030827,Karl-August-Platz,"11,852",2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",7.26,2.95,11.90,28.34,-0.78,-0.42,-1.61,-6.48,34.83,"11,852",-0.05,0.44,-0.03,0.00,0.36,0.09,mittel,-0.09,-0.20,-1.34,-1.83,-3.46,-1.28,positiv,2.60,30.73,10.85,70.70,49.87,32.48,1.88,57.83,17.57,0.98,1.72,38.40,5.40,57.96,29.76,1.63,-1.26
04030828,Savignyplatz,"9,315",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.62,1.75,7.79,17.82,0.19,-0.59,-0.49,-1.30,19.12,"9,315",-0.54,-0.56,-0.51,-0.52,-2.13,-0.55,mittel,0.86,-0.55,-0.29,-0.09,-0.08,-0.03,stabil,1.94,31.65,7.43,59.61,41.26,26.63,1.09,54.57,11.51,3.21,1.99,47.02,0.00,62.14,26.02,0.77,-3.95
04030929,Hindemithplatz,"5,838",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4.68,1.78,6.75,10.14,-0.86,-0.04,-0.74,-0.85,10.98,"5,838",-0.82,-0.54,-0.63,-0.91,-2.89,-0.75,mittel,-0.18,0.55,-0.53,0.06,-0.09,-0.03,stabil,1.98,26.48,8.83,56.94,40.01,25.37,-0.44,52.19,9.45,1.48,2.12,51.33,0.00,60.82,27.53,-1.16,-5.82
04030930,George-Grosz-Platz,"5,444",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",3.97,1.73,5.80,11.03,-0.95,-0.31,-0.24,-2.20,13.23,"5,444",-1.03,-0.59,-0.74,-0.86,-3.21,-0.83,mittel,-0.26,0.02,-0.06,-0.39,-0.69,-0.26,stabil,0.00,30.00,6.46,56.32,40.67,26.38,1.27,48.61,9.92,2.11,2.21,57.01,0.00,62.18,27.10,1.33,-1.68
04030931,Breitscheidplatz,"3,432",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.66,1.89,7.98,15.76,-0.13,-0.49,-0.21,-0.16,15.92,"3,432",-0.52,-0.45,-0.48,-0.63,-2.08,-0.54,mittel,0.54,-0.35,-0.03,0.29,0.45,0.17,stabil,1.28,27.83,9.62,74.31,50.12,32.66,3.29,56.47,9.28,0.00,2.18,54.97,0.00,59.75,29.42,0.87,0.35
04031032,Halensee,"14,638",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.18,2.39,7.95,16.02,-0.35,-0.15,-0.57,-3.36,19.38,"14,638",-0.37,-0.03,-0.49,-0.61,-1.50,-0.39,mittel,0.33,0.33,-0.37,-0.78,-0.49,-0.18,stabil,1.84,28.25,6.63,58.28,36.71,21.46,1.23,52.82,12.88,1.73,1.98,45.50,0.00,62.71,24.35,1.53,1.48
04041133,Güterbahnhof Grunewald,44,0,,0,,0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04041134,Bismarckallee,"4,979",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4.34,1.57,5.80,8.99,-0.09,-0.38,-0.35,-1.45,10.43,"4,979",-0.92,-0.72,-0.74,-0.96,-3.33,-0.86,mittel,0.59,-0.12,-0.17,-0.14,0.16,0.06,stabil,1.34,27.02,5.04,53.47,34.67,20.22,0.28,54.02,9.18,7.13,2.15,57.96,0.00,56.68,29.07,3.35,12.67
04041135,Hundekehle,"2,762",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2.42,0.81,2.28,2.19,0.29,0.01,-0.50,-2.81,5.00,"2,762",-1.50,-1.36,-1.14,-1.30,-5.29,-1.37,hoch,0.95,0.65,-0.31,-0.59,0.71,0.26,stabil,0.00,23.35,0.84,57.10,32.08,18.75,2.24,60.62,3.48,0.19,2.58,73.14,0.00,60.81,19.14,1.50,8.12
04041136,Hagenplatz,"2,990",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2.22,0.62,2.64,3.12,-1.03,-0.30,0.14,-0.33,3.45,"2,990",-1.56,-1.51,-1.10,-1.25,-5.43,-1.40,hoch,-0.35,0.03,0.29,0.24,0.20,0.07,stabil,0.00,29.92,1.68,54.42,31.34,18.63,2.63,61.76,2.71,0.35,2.51,70.46,0.00,61.24,22.05,2.01,2.36
04041137,Flinsberger Platz,"7,729",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.73,2.25,8.25,19.35,-0.50,-0.41,0.12,1.89,17.46,"7,729",-0.50,-0.14,-0.45,-0.45,-1.55,-0.40,mittel,0.18,-0.20,0.28,0.98,1.24,0.46,stabil,2.64,35.78,5.06,55.69,31.96,17.19,0.78,54.03,18.20,5.04,2.17,45.97,0.00,65.74,20.00,0.48,1.65
04041238,Kissinger Straße,"5,597",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4.81,2.00,6.56,13.90,-0.63,-0.02,-1.02,-3.82,17.72,"5,597",-0.78,-0.36,-0.65,-0.72,-2.50,-0.65,mittel,0.05,0.61,-0.79,-0.93,-1.06,-0.39,stabil,1.63,29.77,2.55,50.67,28.50,13.74,0.88,59.17,17.56,8.86,2.03,46.18,0.00,62.69,19.16,1.77,2.15
04041239,Stadion Wilmersdorf,186,0,,0,,0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,186,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
04041240,Messelpark,"1,551",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2.20,0.37,0.90,0.00,-0.12,0.37,-0.39,-1.39,1.39,"1,551",-1.56,-1.72,-1.30,-1.41,-5.99,-1.55,hoch,0.56,1.38,-0.20,-0.12,1.62,0.60,stabil,0.00,25.17,0.00,43.39,25.15,14.96,2.01,48.71,3.85,0.00,2.55,67.86,0.00,65.41,21.54,0.99,-2.56
04041241,Breite Straße,"6,952",1,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3.64,1.50,3.98,4.46,-0.51,0.15,-0.80,-1.67,6.13,"6,952",-1.13,-0.77,-0.95,-1.19,-4.04,-1.04,hoch,0.17,0.95,-0.58,-0.21,0.32,0.12,stabil,0.56,29.65,3.35,39.54,21.94,12.40,3.15,58.00,6.07,5.05,1.98,42.83,0.00,64.82,20.06,2.36,2.63
04041342,Schlangenbader Straße,"3,974",2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",5.73,2.52,9.41,21.32,-1.35,-0.79,-0.97,-3.77,25.09,"3,974",-0.50,0.08,-0.32,-0.35,-1.09,-0.28,mittel,-0.65,-0.96,-0.75,-0.92,-3.27,-1.21,positiv,2.28,35.06,6.38,55.11,28.49,15.43,0.97,51.71,18.65,61.11,1.97,40.56,0.00,67.22,16.33,0.06,-1.07
04041343,Binger Straße,"3,540",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.45,1.88,6.27,11.48,0.19,-0.41,-1.48,-0.51,11.99,"3,540",-0.59,-0.46,-0.68,-0.84,-2.57,-0.66,mittel,0.85,-0.19,-1.22,0.18,-0.38,-0.14,stabil,2.69,27.78,6.81,42.08,27.97,15.00,1.04,59.89,14.68,4.77,2.10,45.18,0.00,68.43,19.06,0.75,0.83
04041344,Rüdesheimer Platz,"10,660",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4.57,1.66,6.15,12.06,-0.07,-0.03,-1.10,-3.14,15.20,"10,660",-0.85,-0.64,-0.69,-0.81,-3.00,-0.78,mittel,0.60,0.57,-0.86,-0.71,-0.40,-0.15,stabil,2.21,35.93,3.99,39.33,24.13,14.30,0.83,57.48,12.06,0.00,1.81,42.14,0.00,68.88,20.71,0.51,-1.05
04051445,Eisenzahnstraße,"6,116",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.52,2.76,10.48,26.24,-0.16,-0.60,0.09,2.08,24.16,"6,116",0.03,0.28,-0.20,-0.11,0.01,0.00,mittel,0.51,-0.57,0.24,1.05,1.23,0.45,stabil,3.24,35.44,6.74,64.81,39.55,21.83,3.34,60.97,22.24,10.52,1.86,38.64,0.00,60.73,26.26,2.62,1.52
04051446,Preußenpark,"10,449",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.19,2.04,7.39,15.41,-0.39,-0.49,0.07,0.29,15.12,"10,449",-0.66,-0.32,-0.55,-0.64,-2.18,-0.56,mittel,0.29,-0.35,0.23,0.44,0.62,0.23,stabil,1.33,30.74,6.11,61.32,39.17,22.63,1.64,53.32,11.01,0.00,2.02,46.83,0.00,60.77,25.17,2.17,-0.10
04051447,Ludwigkirchplatz,"5,173",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.05,2.40,8.27,19.28,0.11,-0.35,-0.74,0.86,18.42,"5,173",-0.11,-0.02,-0.45,-0.45,-1.03,-0.27,mittel,0.78,-0.06,-0.53,0.64,0.83,0.31,stabil,3.13,35.64,5.83,58.51,38.45,23.93,1.03,54.36,14.29,0.94,1.96,44.75,0.00,60.12,29.34,1.42,-2.94
04051448,Schaperstraße,"8,915",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.34,2.66,7.68,18.29,-0.19,-0.02,-0.90,-2.06,20.36,"8,915",-0.32,0.19,-0.52,-0.50,-1.15,-0.30,mittel,0.48,0.60,-0.68,-0.34,0.06,0.02,stabil,1.78,30.89,5.83,64.05,41.56,26.25,2.51,54.74,11.51,3.52,1.98,46.22,0.00,62.31,25.23,2.49,5.33
04051549,Rathaus Wilmersdorf,"4,227",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.55,2.94,9.13,20.82,-0.15,0.23,-0.83,-0.76,21.58,"4,227",0.04,0.43,-0.35,-0.38,-0.25,-0.07,mittel,0.52,1.10,-0.62,0.09,1.10,0.41,stabil,3.50,33.14,5.75,64.36,36.88,23.00,3.28,59.47,15.73,9.97,1.91,38.89,0.00,60.24,28.94,1.45,7.01
04051550,Leon-Jessel-Platz,"5,371",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.27,2.36,9.74,22.26,-0.44,-0.43,-0.44,-2.09,24.35,"5,371",-0.34,-0.06,-0.28,-0.30,-0.98,-0.25,mittel,0.24,-0.22,-0.25,-0.35,-0.58,-0.22,stabil,3.04,35.29,8.39,56.21,36.59,21.15,1.33,52.55,17.24,0.39,1.92,42.77,0.00,61.44,28.16,1.15,0.14
04051551,Brabanter Platz,"4,270",2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",6.55,2.34,10.44,23.19,-0.97,-0.86,-1.59,-5.69,28.88,"4,270",-0.26,-0.08,-0.20,-0.26,-0.79,-0.20,mittel,-0.28,-1.10,-1.32,-1.56,-4.26,-1.57,positiv,1.90,37.16,8.40,54.94,36.98,21.19,0.69,50.39,18.03,1.65,1.84,39.88,0.00,64.35,26.57,0.78,-1.94
04051652,Nikolsburger Platz,"9,490",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.64,2.02,6.69,12.09,0.37,-0.31,-1.09,-2.08,14.17,"9,490",-0.53,-0.34,-0.63,-0.81,-2.31,-0.60,mittel,1.03,0.01,-0.86,-0.35,-0.16,-0.06,stabil,2.03,30.39,6.38,50.53,34.66,21.70,2.21,53.42,10.39,0.74,1.91,44.59,0.00,62.60,23.81,1.87,0.37
04051653,Prager Platz,"6,623",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.71,2.27,7.55,13.26,0.10,-0.30,-0.81,-1.41,14.67,"6,623",-0.21,-0.13,-0.53,-0.75,-1.63,-0.42,mittel,0.77,0.04,-0.59,-0.12,0.09,0.03,stabil,3.17,29.69,5.44,60.73,37.07,22.15,1.72,54.87,13.73,9.34,2.01,45.71,0.00,63.64,23.61,1.65,2.58
04051654,Wilhelmsaue,"2,941",2,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",6.17,2.39,6.60,9.54,-0.11,-0.45,-1.78,-6.98,16.53,"2,941",-0.37,-0.03,-0.64,-0.94,-1.98,-0.51,mittel,0.56,-0.27,-1.50,-1.99,-3.20,-1.18,positiv,3.81,31.02,5.61,53.51,31.76,18.50,2.45,61.21,14.38,0.00,1.90,42.00,0.00,61.16,25.39,2.28,-1.63
04051655,Babelsberger Straße,"6,911",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.81,2.21,10.17,19.16,-0.27,-1.01,-0.99,-3.69,22.85,"6,911",-0.18,-0.18,-0.23,-0.46,-1.05,-0.27,mittel,0.40,-1.40,-0.76,-0.89,-2.65,-0.98,stabil,2.98,29.40,8.00,62.78,39.04,23.31,2.96,59.71,18.78,1.88,1.78,39.38,0.00,61.04,25.36,2.01,2.99
04051656,Hildegardstraße,"7,474",2,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.61,1.81,6.68,13.46,-0.26,-0.29,-0.17,0.79,12.67,"7,474",-0.54,-0.51,-0.63,-0.74,-2.43,-0.63,mittel,0.41,0.06,0.01,0.61,1.09,0.40,stabil,3.07,31.54,4.60,38.93,28.34,16.16,1.52,55.13,14.84,8.78,1.86,41.54,0.00,61.62,25.50,1.11,1.09
04061757,Forst Grunewald,67,0,,0,,0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
